web-scraper-order,web-scraper-start-url,teams,teams-href,playerprofile,playerprofile-href,playername,birthdate,position,retiredOrNot,retirementDate,lastTransferFee,lastTransferDate
1666630738-1716,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/UKR1/plus/?saison_id=2005,Zakarpattia Uzhgorod,https://www.transfermarkt.com/goverla-uzhgorod/startseite/verein/6996/saison_id/2005,Oleksandr Antonyuk,https://www.transfermarkt.com/oleksandr-antonyuk/profil/spieler/91562,Oleksandr Antonyuk,"Jan 29, 1979                                                                    (43)",Left-Back,Retired,"Jul 1, 2018",-,"Jan 1, 2016"
1666630740-1717,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/UKR1/plus/?saison_id=2005,Zakarpattia Uzhgorod,https://www.transfermarkt.com/goverla-uzhgorod/startseite/verein/6996/saison_id/2005,Alexei Savinov,https://www.transfermarkt.com/alexei-savinov/profil/spieler/61019,Alexei Savinov,"Apr 19, 1979                                                                    (43)",Centre-Back,Retired,,free transfer,"Mar 18, 2014"
1666630742-1718,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/UKR1/plus/?saison_id=2005,Zakarpattia Uzhgorod,https://www.transfermarkt.com/goverla-uzhgorod/startseite/verein/6996/saison_id/2005,Igor Chuchman,https://www.transfermarkt.com/igor-chuchman/profil/spieler/57864,Igor Chuchman,"Feb 15, 1985                                                                    (37)",Centre-Back,Retired,"Jan 1, 2015",free transfer,"Feb 12, 2013"
1666630744-1719,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/UKR1/plus/?saison_id=2005,Zakarpattia Uzhgorod,https://www.transfermarkt.com/goverla-uzhgorod/startseite/verein/6996/saison_id/2005,Taras Mykhalyk,https://www.transfermarkt.com/taras-mykhalyk/profil/spieler/45196,Taras Mykhalyk,"Oct 28, 1983                                                                    (38)",Centre-Back,Retired,"Jul 1, 2021",free transfer,"Aug 16, 2020"
1666630747-1720,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/UKR1/plus/?saison_id=2005,Zakarpattia Uzhgorod,https://www.transfermarkt.com/goverla-uzhgorod/startseite/verein/6996/saison_id/2005,Yevgeniy Lozinskyi,https://www.transfermarkt.com/yevgeniy-lozinskyi/profil/spieler/21900,Yevgeniy Lozinskyi,"Feb 7, 1982                                                                    (40)",Centre-Back,Retired,"Jul 1, 2013",-,"Feb 1, 2013"
1666630749-1721,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/UKR1/plus/?saison_id=2005,Zakarpattia Uzhgorod,https://www.transfermarkt.com/goverla-uzhgorod/startseite/verein/6996/saison_id/2005,Sergiy Seleznyov,https://www.transfermarkt.com/sergiy-seleznyov/profil/spieler/97868,Sergiy Seleznyov,"Feb 17, 1975                                                                    (47)",Defender,Retired,"Jul 1, 2009",?,"Jul 1, 2007"
1666630751-1722,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/UKR1/plus/?saison_id=2005,Zakarpattia Uzhgorod,https://www.transfermarkt.com/goverla-uzhgorod/startseite/verein/6996/saison_id/2005,Mykhaylo Gurka,https://www.transfermarkt.com/mykhaylo-gurka/profil/spieler/95210,Mykhaylo Gurka,"Nov 21, 1975                                                                    (46)",Defender,Retired,,free transfer,"Oct 16, 2020"
1666630753-1723,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/UKR1/plus/?saison_id=2005,Zakarpattia Uzhgorod,https://www.transfermarkt.com/goverla-uzhgorod/startseite/verein/6996/saison_id/2005,Volodymyr Ovsienko,https://www.transfermarkt.com/volodymyr-ovsienko/profil/spieler/91475,Volodymyr Ovsienko,"Oct 30, 1978                                                                    (43)",Goalkeeper,Retired,,free transfer,"Jan 1, 2020"
1666630756-1724,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/UKR1/plus/?saison_id=2005,Zakarpattia Uzhgorod,https://www.transfermarkt.com/goverla-uzhgorod/startseite/verein/6996/saison_id/2005,Rustam Khudzhamov,https://www.transfermarkt.com/rustam-khudzhamov/profil/spieler/58043,Rustam Khudzhamov,"Oct 5, 1982                                                                    (40)",Goalkeeper,Retired,"Apr 1, 2020",?,"Mar 2, 2016"
1666630761-1725,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/UKR1/plus/?saison_id=2005,Zakarpattia Uzhgorod,https://www.transfermarkt.com/goverla-uzhgorod/startseite/verein/6996/saison_id/2005,Oleksandr Nad,https://www.transfermarkt.com/oleksandr-nad/profil/spieler/71725,"#1                    
                                            Oleksandr Nad","Sep 2, 1985                                                                    (37)",Goalkeeper,Nyíregyháza,"Jan 25, 2022",-,"Jul 1, 2021"
1666630766-1726,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/UKR1/plus/?saison_id=2005,Zakarpattia Uzhgorod,https://www.transfermarkt.com/goverla-uzhgorod/startseite/verein/6996/saison_id/2005,Marian Marushchak,https://www.transfermarkt.com/marian-marushchak/profil/spieler/81633,Marian Marushchak,"May 10, 1979                                                                    (43)",Goalkeeper,Retired,,?,"Mar 2, 2011"
1666630769-1727,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/UKR1/plus/?saison_id=2005,Zakarpattia Uzhgorod,https://www.transfermarkt.com/goverla-uzhgorod/startseite/verein/6996/saison_id/2005,Sergey Velichko,https://www.transfermarkt.com/sergey-velichko/profil/spieler/57909,Sergey Velichko,"Aug 9, 1976                                                                    (46)",Goalkeeper,Retired,"Jun 5, 2016",-,"Aug 1, 2015"
1666630772-1728,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/UKR1/plus/?saison_id=2005,Zakarpattia Uzhgorod,https://www.transfermarkt.com/goverla-uzhgorod/startseite/verein/6996/saison_id/2005,Dmytro Babenko,https://www.transfermarkt.com/dmytro-babenko/profil/spieler/57856,Dmytro Babenko,"Jun 28, 1978                                                                    (44)",Goalkeeper,Retired,"Jul 1, 2019",-,"Jul 1, 2017"
1666630785-1731,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/UKR1/plus/?saison_id=2005,Illichivets Mariupol,https://www.transfermarkt.com/fk-mariupol/startseite/verein/6993/saison_id/2005,Ruslan Levyga,https://www.transfermarkt.com/ruslan-levyga/profil/spieler/59081,Ruslan Levyga,"Jan 31, 1983                                                                    (39)",Centre-Forward,Retired,,free transfer,"May 17, 2017"
1666630789-1733,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/UKR1/plus/?saison_id=2005,Illichivets Mariupol,https://www.transfermarkt.com/fk-mariupol/startseite/verein/6993/saison_id/2005,Kostyantyn Babych,https://www.transfermarkt.com/kostyantyn-babych/profil/spieler/71010,Kostyantyn Babych,"May 6, 1975                                                                    (47)",Centre-Forward,Retired,"Oct 1, 2009",free transfer,"Mar 1, 2009"
1666630793-1735,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/UKR1/plus/?saison_id=2005,Illichivets Mariupol,https://www.transfermarkt.com/fk-mariupol/startseite/verein/6993/saison_id/2005,Eduard Tsykhmeystruk,https://www.transfermarkt.com/eduard-tsykhmeystruk/profil/spieler/58223,Eduard Tsykhmeystruk,"Jun 24, 1973                                                                    (49)",Left Winger,Retired,"Jan 1, 2019",free transfer,"Apr 2, 2018"
1666630797-1737,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/UKR1/plus/?saison_id=2005,Illichivets Mariupol,https://www.transfermarkt.com/fk-mariupol/startseite/verein/6993/saison_id/2005,Sergiy Zakarlyuka,https://www.transfermarkt.com/sergiy-zakarlyuka/profil/spieler/14946,Sergiy Zakarlyuka,"Aug 17, 1976",Left Winger,,,-,"Aug 26, 2014"
1666630799-1738,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/UKR1/plus/?saison_id=2005,Illichivets Mariupol,https://www.transfermarkt.com/fk-mariupol/startseite/verein/6993/saison_id/2005,Sergiy Grybanov,https://www.transfermarkt.com/sergiy-grybanov/profil/spieler/91214,Sergiy Grybanov,"Nov 17, 1981                                                                    (40)",,Retired,"Jan 1, 2013",?,"Jul 4, 2012"
1666630808-1740,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/UKR1/plus/?saison_id=2005,Illichivets Mariupol,https://www.transfermarkt.com/fk-mariupol/startseite/verein/6993/saison_id/2005,Dmytro Yesin,https://www.transfermarkt.com/dmytro-yesin/profil/spieler/68909,Dmytro Yesin,"Apr 15, 1980                                                                    (42)",Left Midfield,Retired,"Jul 1, 2012",€100Th.,"Jan 1, 2008"
1666630811-1742,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/UKR1/plus/?saison_id=2005,Illichivets Mariupol,https://www.transfermarkt.com/fk-mariupol/startseite/verein/6993/saison_id/2005,Oleksandr Antonenko,https://www.transfermarkt.com/oleksandr-antonenko/profil/spieler/91467,Oleksandr Antonenko,"Dec 29, 1978                                                                    (43)",Left Midfield,Retired,,?,"Jun 1, 2013"
1666630814-1744,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/UKR1/plus/?saison_id=2005,Illichivets Mariupol,https://www.transfermarkt.com/fk-mariupol/startseite/verein/6993/saison_id/2005,Oleg Mazurenko,https://www.transfermarkt.com/oleg-mazurenko/profil/spieler/27182,Oleg Mazurenko,"Nov 8, 1977                                                                    (44)",Right Midfield,Retired,"Jul 1, 2012",free transfer,"Jul 1, 2011"
1666630817-1746,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/UKR1/plus/?saison_id=2005,Illichivets Mariupol,https://www.transfermarkt.com/fk-mariupol/startseite/verein/6993/saison_id/2005,Ivan Kryvosheenko,https://www.transfermarkt.com/ivan-kryvosheenko/profil/spieler/86502,Ivan Kryvosheenko,"May 11, 1984                                                                    (38)",Right Midfield,Retired,"Aug 30, 2018",?,"Aug 11, 2017"
1666630820-1748,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/UKR1/plus/?saison_id=2005,Illichivets Mariupol,https://www.transfermarkt.com/fk-mariupol/startseite/verein/6993/saison_id/2005,Oleksiy Gay,https://www.transfermarkt.com/oleksiy-gay/profil/spieler/44361,Oleksiy Gay,"Nov 6, 1982                                                                    (39)",Central Midfield,Retired,"Jul 1, 2019",-,"Oct 12, 2018"
1666630831-1751,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/UKR1/plus/?saison_id=2005,Illichivets Mariupol,https://www.transfermarkt.com/fk-mariupol/startseite/verein/6993/saison_id/2005,Adrian Pukanych,https://www.transfermarkt.com/adrian-pukanych/profil/spieler/14939,Adrian Pukanych,"Jun 22, 1983                                                                    (39)",Central Midfield,Sevlyush,"Aug 30, 2022",free transfer,"Aug 29, 2021"
1666630835-1752,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/UKR1/plus/?saison_id=2005,Illichivets Mariupol,https://www.transfermarkt.com/fk-mariupol/startseite/verein/6993/saison_id/2005,Valentyn Platonov,https://www.transfermarkt.com/valentyn-platonov/profil/spieler/58220,Valentyn Platonov,"Jan 15, 1977                                                                    (45)",Defensive Midfield,Retired,"Jan 1, 2011",free transfer,"Jul 1, 2010"
1666630843-1753,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/UKR1/plus/?saison_id=2005,Illichivets Mariupol,https://www.transfermarkt.com/fk-mariupol/startseite/verein/6993/saison_id/2005,Oleg Krasnopyorov,https://www.transfermarkt.com/oleg-krasnopyorov/profil/spieler/68915,Oleg Krasnopyorov,"Jul 25, 1980                                                                    (42)",Defensive Midfield,Retired,,?,"Jan 21, 2013"
1666630849-1755,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/UKR1/plus/?saison_id=2005,Illichivets Mariupol,https://www.transfermarkt.com/fk-mariupol/startseite/verein/6993/saison_id/2005,Sergiy Pivnenko,https://www.transfermarkt.com/sergiy-pivnenko/profil/spieler/85945,Sergiy Pivnenko,"Oct 19, 1984                                                                    (38)",midfield,Unknown,,?,"Feb 1, 2012"
1666630855-1758,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/UKR1/plus/?saison_id=2005,Illichivets Mariupol,https://www.transfermarkt.com/fk-mariupol/startseite/verein/6993/saison_id/2005,Oleksandr Papush,https://www.transfermarkt.com/oleksandr-papush/profil/spieler/140832,Oleksandr Papush,"Jan 14, 1985                                                                    (37)",Right-Back,Without Club,"Jan 1, 2021",free transfer,"Mar 1, 2015"
1666630860-1761,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/UKR1/plus/?saison_id=2005,Illichivets Mariupol,https://www.transfermarkt.com/fk-mariupol/startseite/verein/6993/saison_id/2005,Mykola Gibalyuk,https://www.transfermarkt.com/mykola-gibalyuk/profil/spieler/134609,Mykola Gibalyuk,"May 21, 1984                                                                    (38)",Right-Back,Unknown,,free transfer,"Mar 22, 2018"
1666630865-1764,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/UKR1/plus/?saison_id=2005,Illichivets Mariupol,https://www.transfermarkt.com/fk-mariupol/startseite/verein/6993/saison_id/2005,Denys Kulakov,https://www.transfermarkt.com/denys-kulakov/profil/spieler/25734,"#15                    
                                            Denys Kulakov","May 1, 1986                                                                    (36)",Right-Back,Ural,"Jul 1, 2015",free transfer,"Jul 1, 2014"
1666630870-1767,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/UKR1/plus/?saison_id=2005,Illichivets Mariupol,https://www.transfermarkt.com/fk-mariupol/startseite/verein/6993/saison_id/2005,Lubomyr Galchuk,https://www.transfermarkt.com/lubomyr-galchuk/profil/spieler/82600,"#3                    
                                            Lubomyr Galchuk","Sep 18, 1981                                                                    (41)",Left-Back,FC Vorkuta,"Jul 1, 2017",-,"Feb 17, 2016"
1666630875-1770,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/UKR1/plus/?saison_id=2005,Illichivets Mariupol,https://www.transfermarkt.com/fk-mariupol/startseite/verein/6993/saison_id/2005,Vadym Salatin,https://www.transfermarkt.com/vadym-salatin/profil/spieler/77877,Vadym Salatin,"Oct 3, 1985                                                                    (37)",Left-Back,Retired,,-,"Jul 1, 2017"
1666630880-1772,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/UKR1/plus/?saison_id=2005,Illichivets Mariupol,https://www.transfermarkt.com/fk-mariupol/startseite/verein/6993/saison_id/2005,Andriy Konyushenko,https://www.transfermarkt.com/andriy-konyushenko/profil/spieler/58050,Andriy Konyushenko,"Apr 2, 1977                                                                    (45)",Left-Back,Retired,,free transfer,"Mar 1, 2013"
1666630885-1775,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/UKR1/plus/?saison_id=2005,Illichivets Mariupol,https://www.transfermarkt.com/fk-mariupol/startseite/verein/6993/saison_id/2005,Volodymyr Yaksmanytskyi,https://www.transfermarkt.com/volodymyr-yaksmanytskyi/profil/spieler/58167,Volodymyr Yaksmanytskyi,"Feb 4, 1977                                                                    (45)",Centre-Back,Retired,"Jan 1, 2008",?,"Jan 1, 2007"
1666630890-1778,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/UKR1/plus/?saison_id=2005,Illichivets Mariupol,https://www.transfermarkt.com/fk-mariupol/startseite/verein/6993/saison_id/2005,Leonid Boyarintsev,https://www.transfermarkt.com/leonid-boyarintsev/profil/spieler/107064,Leonid Boyarintsev,"Sep 18, 1982                                                                    (40)",Centre-Back,Retired,"Jan 1, 2018",?,"Jan 1, 2009"
1666630896-1781,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/UKR1/plus/?saison_id=2005,Illichivets Mariupol,https://www.transfermarkt.com/fk-mariupol/startseite/verein/6993/saison_id/2005,Andriy Boyko,https://www.transfermarkt.com/andriy-boyko/profil/spieler/59253,Andriy Boyko,"Apr 27, 1981                                                                    (41)",Centre-Back,Retired,"Mar 2, 2017",free transfer,"Aug 1, 2016"
1666630901-1784,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/UKR1/plus/?saison_id=2005,Illichivets Mariupol,https://www.transfermarkt.com/fk-mariupol/startseite/verein/6993/saison_id/2005,Dainius Gleveckas,https://www.transfermarkt.com/dainius-gleveckas/profil/spieler/14932,Dainius Gleveckas,"Mar 5, 1977                                                                    (45)",Centre-Back,Retired,"Jan 1, 2013",?,"Jan 1, 2007"
1666630906-1787,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/UKR1/plus/?saison_id=2005,Illichivets Mariupol,https://www.transfermarkt.com/fk-mariupol/startseite/verein/6993/saison_id/2005,Oleg Shkred,https://www.transfermarkt.com/oleg-shkred/profil/spieler/60267,Oleg Shkred,"Oct 1, 1982                                                                    (40)",Defender,Retired,,-,"Jul 1, 2010"
1666630911-1790,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/UKR1/plus/?saison_id=2005,Illichivets Mariupol,https://www.transfermarkt.com/fk-mariupol/startseite/verein/6993/saison_id/2005,Serghei Lascencov,https://www.transfermarkt.com/serghei-lascencov/profil/spieler/44275,Serghei Lascencov,"Mar 24, 1980                                                                    (42)",Defender,Retired,,free transfer,"Jul 1, 2008"
