web-scraper-order,web-scraper-start-url,teams,teams-href,playerprofile,playerprofile-href,playername,birthdate,position,retiredOrNot,retirementDate,lastTransferFee,lastTransferDate
1666801808-371,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1/plus/?saison_id=2005,FC Paços de Ferreira,https://www.transfermarkt.com/fc-pacos-de-ferreira/startseite/verein/2995/saison_id/2005,Rui Dolores,https://www.transfermarkt.com/rui-dolores/profil/spieler/14370,Rui Dolores,"May 2, 1978                                                                    (44)",Left Winger,Retired,"Jul 1, 2016",-,"Jul 1, 2015"
1666801811-373,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1/plus/?saison_id=2005,FC Paços de Ferreira,https://www.transfermarkt.com/fc-pacos-de-ferreira/startseite/verein/2995/saison_id/2005,Júnior,https://www.transfermarkt.com/junior/profil/spieler/14403,Júnior,"Sep 24, 1976                                                                    (46)",Attacking Midfield,Retired,"Jan 1, 2019",-,"Jan 1, 2017"
1666801815-375,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1/plus/?saison_id=2005,FC Paços de Ferreira,https://www.transfermarkt.com/fc-pacos-de-ferreira/startseite/verein/2995/saison_id/2005,Edson Nobre,https://www.transfermarkt.com/edson-nobre/profil/spieler/33734,Edson Nobre,"Mar 2, 1980                                                                    (42)",Right Midfield,Retired,"Jul 1, 2012",?,"Jul 1, 2011"
1666801819-377,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1/plus/?saison_id=2005,FC Paços de Ferreira,https://www.transfermarkt.com/fc-pacos-de-ferreira/startseite/verein/2995/saison_id/2005,Pedrinha,https://www.transfermarkt.com/pedrinha/profil/spieler/14354,Pedrinha,"May 3, 1978                                                                    (44)",Central Midfield,Retired,"Jul 1, 2013",free transfer,"Jul 1, 2011"
1666801822-379,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1/plus/?saison_id=2005,FC Paços de Ferreira,https://www.transfermarkt.com/fc-pacos-de-ferreira/startseite/verein/2995/saison_id/2005,Alexandre,https://www.transfermarkt.com/alexandre/profil/spieler/24189,Alexandre,"Mar 28, 1979                                                                    (43)",Defensive Midfield,Retired,,?,"Jul 1, 2010"
1666801825-381,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1/plus/?saison_id=2005,FC Paços de Ferreira,https://www.transfermarkt.com/fc-pacos-de-ferreira/startseite/verein/2995/saison_id/2005,Ricardo André,https://www.transfermarkt.com/ricardo-andre/profil/spieler/14364,Ricardo André,"Oct 24, 1982                                                                    (40)",Defensive Midfield,Retired,,-,"Jan 1, 2011"
1666801828-383,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1/plus/?saison_id=2005,FC Paços de Ferreira,https://www.transfermarkt.com/fc-pacos-de-ferreira/startseite/verein/2995/saison_id/2005,Paulo Sousa,https://www.transfermarkt.com/paulo-sousa/profil/spieler/14351,Paulo Sousa,"May 13, 1975                                                                    (47)",Defensive Midfield,Retired,"Jul 1, 2011",?,"Aug 1, 2008"
1666801831-385,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1/plus/?saison_id=2005,FC Paços de Ferreira,https://www.transfermarkt.com/fc-pacos-de-ferreira/startseite/verein/2995/saison_id/2005,Mangualde,https://www.transfermarkt.com/mangualde/profil/spieler/34180,Mangualde,"Feb 14, 1982                                                                    (40)",Right-Back,Retired,,?,"Jul 1, 2016"
1666801834-387,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1/plus/?saison_id=2005,FC Paços de Ferreira,https://www.transfermarkt.com/fc-pacos-de-ferreira/startseite/verein/2995/saison_id/2005,Primo,https://www.transfermarkt.com/primo/profil/spieler/14359,Primo,"Aug 22, 1976                                                                    (46)",Right-Back,Retired,"Jul 1, 2015",free transfer,"Jul 1, 2014"
1666801837-388,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1/plus/?saison_id=2005,FC Paços de Ferreira,https://www.transfermarkt.com/fc-pacos-de-ferreira/startseite/verein/2995/saison_id/2005,Bispo,https://www.transfermarkt.com/bispo/profil/spieler/25209,"#13                    
                                            Bispo","Jun 7, 1977                                                                    (45)",Left-Back,Retired,,?,"Jul 1, 2008"
1666801840-390,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1/plus/?saison_id=2005,FC Paços de Ferreira,https://www.transfermarkt.com/fc-pacos-de-ferreira/startseite/verein/2995/saison_id/2005,Fredy,https://www.transfermarkt.com/fredy/profil/spieler/17291,Fredy,"Aug 14, 1979                                                                    (43)",Left-Back,Retired,"Jul 1, 2011",?,"Jul 1, 2010"
1666801843-392,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1/plus/?saison_id=2005,FC Paços de Ferreira,https://www.transfermarkt.com/fc-pacos-de-ferreira/startseite/verein/2995/saison_id/2005,João Duarte,https://www.transfermarkt.com/joao-duarte/profil/spieler/25207,João Duarte,"Dec 7, 1975                                                                    (46)",Centre-Back,Retired,,free transfer,"Jul 1, 2012"
1666801847-394,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1/plus/?saison_id=2005,FC Paços de Ferreira,https://www.transfermarkt.com/fc-pacos-de-ferreira/startseite/verein/2995/saison_id/2005,Émerson,https://www.transfermarkt.com/emerson/profil/spieler/24735,Émerson,"Jan 11, 1978                                                                    (44)",Centre-Back,Retired,,free transfer,"Jan 1, 2012"
1666801851-396,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1/plus/?saison_id=2005,FC Paços de Ferreira,https://www.transfermarkt.com/fc-pacos-de-ferreira/startseite/verein/2995/saison_id/2005,Luiz Carlos,https://www.transfermarkt.com/luiz-carlos/profil/spieler/33737,Luiz Carlos,"Mar 10, 1980                                                                    (42)",Centre-Back,Retired,"Jul 1, 2015",free transfer,"Aug 1, 2013"
1666801854-398,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1/plus/?saison_id=2005,FC Paços de Ferreira,https://www.transfermarkt.com/fc-pacos-de-ferreira/startseite/verein/2995/saison_id/2005,Tiago Valente,https://www.transfermarkt.com/tiago-valente/profil/spieler/25211,Tiago Valente,"Apr 24, 1985                                                                    (37)",Centre-Back,Without Club,"Jul 31, 2022",free transfer,"Jul 1, 2021"
1666801858-400,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1/plus/?saison_id=2005,FC Paços de Ferreira,https://www.transfermarkt.com/fc-pacos-de-ferreira/startseite/verein/2995/saison_id/2005,Geraldo Alves,https://www.transfermarkt.com/geraldo-alves/profil/spieler/14300,Geraldo Alves,"Nov 8, 1980                                                                    (41)",Centre-Back,Retired,,free transfer,"Jul 1, 2015"
1666801862-401,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1/plus/?saison_id=2005,FC Paços de Ferreira,https://www.transfermarkt.com/fc-pacos-de-ferreira/startseite/verein/2995/saison_id/2005,José Fonte,https://www.transfermarkt.com/jose-fonte/profil/spieler/33829,"#6                    
                                            José Fonte","Dec 22, 1983                                                                    (38)",Centre-Back,LOSC Lille,"Jul 15, 2018",€5.57m,"Feb 23, 2018"
1666801868-404,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1/plus/?saison_id=2005,FC Paços de Ferreira,https://www.transfermarkt.com/fc-pacos-de-ferreira/startseite/verein/2995/saison_id/2005,Peçanha,https://www.transfermarkt.com/pecanha/profil/spieler/33735,Peçanha,"Jan 11, 1980                                                                    (42)",Goalkeeper,Retired,,free transfer,"Jul 1, 2018"
1666801872-406,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1/plus/?saison_id=2005,FC Paços de Ferreira,https://www.transfermarkt.com/fc-pacos-de-ferreira/startseite/verein/2995/saison_id/2005,Pinho,https://www.transfermarkt.com/pinho/profil/spieler/25213,Pinho,"Dec 26, 1971                                                                    (50)",Goalkeeper,Retired,"Jul 1, 2012",free transfer,"Jun 1, 2011"
1666801876-408,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1/plus/?saison_id=2005,FC Paços de Ferreira,https://www.transfermarkt.com/fc-pacos-de-ferreira/startseite/verein/2995/saison_id/2005,Pedro Correia,https://www.transfermarkt.com/pedro-correia/profil/spieler/13888,Pedro Correia,"Nov 22, 1974                                                                    (47)",Goalkeeper,Retired,"Jul 1, 2009",-,"Jul 1, 1993"
1666801884-410,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1/plus/?saison_id=2005,FC Penafiel,https://www.transfermarkt.com/fc-penafiel/startseite/verein/3327/saison_id/2005,Hélder Guedes,https://www.transfermarkt.com/helder-guedes/profil/spieler/36923,Hélder Guedes,"May 7, 1987                                                                    (35)",Centre-Forward,Retired,"Jul 1, 2021",-,"Oct 8, 2020"
1666801893-412,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1/plus/?saison_id=2005,FC Penafiel,https://www.transfermarkt.com/fc-penafiel/startseite/verein/3327/saison_id/2005,Mallo Diallo,https://www.transfermarkt.com/mallo-diallo/profil/spieler/33234,Mallo Diallo,"Nov 12, 1979                                                                    (42)",Centre-Forward,Retired,Kaolack,-,"Jul 1, 2015"
1666801898-414,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1/plus/?saison_id=2005,FC Penafiel,https://www.transfermarkt.com/fc-penafiel/startseite/verein/3327/saison_id/2005,Sanibal Orahovac,https://www.transfermarkt.com/sanibal-orahovac/profil/spieler/19718,Sanibal Orahovac,"Dec 12, 1978                                                                    (43)",Centre-Forward,Retired,Titograd,?,"Jan 31, 2014"
1666801903-416,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1/plus/?saison_id=2005,FC Penafiel,https://www.transfermarkt.com/fc-penafiel/startseite/verein/3327/saison_id/2005,Roberto,https://www.transfermarkt.com/roberto/profil/spieler/22554,Roberto,"Jun 25, 1977                                                                    (45)",Centre-Forward,Retired,,free transfer,"Aug 1, 2011"
1666801907-417,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1/plus/?saison_id=2005,FC Penafiel,https://www.transfermarkt.com/fc-penafiel/startseite/verein/3327/saison_id/2005,Krum Bibishkov,https://www.transfermarkt.com/krum-bibishkov/profil/spieler/26022,Krum Bibishkov,"Sep 2, 1982                                                                    (40)",Centre-Forward,Mississauga F.,"Apr 1, 2018",free transfer,"Apr 1, 2017"
1666801910-419,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1/plus/?saison_id=2005,FC Penafiel,https://www.transfermarkt.com/fc-penafiel/startseite/verein/3327/saison_id/2005,Cristóvão Ramos,https://www.transfermarkt.com/cristovao-ramos/profil/spieler/33233,Cristóvão Ramos,"Mar 25, 1983                                                                    (39)",Right Winger,Retired,,free transfer,"Jul 1, 2014"
1666801913-421,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1/plus/?saison_id=2005,FC Penafiel,https://www.transfermarkt.com/fc-penafiel/startseite/verein/3327/saison_id/2005,Dill,https://www.transfermarkt.com/dill/profil/spieler/13809,Dill,"Mar 4, 1974                                                                    (48)",Right Winger,Retired,,free transfer,"Jan 1, 2009"
1666801917-423,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1/plus/?saison_id=2005,FC Penafiel,https://www.transfermarkt.com/fc-penafiel/startseite/verein/3327/saison_id/2005,Marco Ferreira,https://www.transfermarkt.com/marco-ferreira/profil/spieler/9806,Marco Ferreira,"Mar 12, 1978                                                                    (44)",Right Winger,Retired,,free transfer,"Jul 1, 2008"
1666801920-425,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1/plus/?saison_id=2005,FC Penafiel,https://www.transfermarkt.com/fc-penafiel/startseite/verein/3327/saison_id/2005,Zé Rui,https://www.transfermarkt.com/ze-rui/profil/spieler/14391,Zé Rui,"Sep 16, 1982                                                                    (40)",Left Winger,Moimenta Dão,"Jul 1, 2021",free transfer,"Jul 1, 2019"
1666801925-427,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1/plus/?saison_id=2005,FC Penafiel,https://www.transfermarkt.com/fc-penafiel/startseite/verein/3327/saison_id/2005,Jacques,https://www.transfermarkt.com/jacques/profil/spieler/14304,Jacques,"Feb 16, 1979                                                                    (43)",Left Winger,Retired,,?,"Jul 1, 2008"
1666801932-429,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1/plus/?saison_id=2005,FC Penafiel,https://www.transfermarkt.com/fc-penafiel/startseite/verein/3327/saison_id/2005,Carlos Barrionuevo,https://www.transfermarkt.com/carlos-barrionuevo/profil/spieler/33595,Carlos Barrionuevo,"Dec 29, 1977",Attacking Midfield,,San Lorenzo,-,"Sep 1, 2009"
1666801940-431,https://www.transfermarkt.com/liga-portugal/startseite/wettbewerb/PO1/plus/?saison_id=2005,FC Penafiel,https://www.transfermarkt.com/fc-penafiel/startseite/verein/3327/saison_id/2005,Guillaume Boronad,https://www.transfermarkt.com/guillaume-boronad/profil/spieler/33232,Guillaume Boronad,"May 5, 1979                                                                    (43)",Attacking Midfield,Retired,Perpignan,free transfer,"Jul 1, 2015"
