web-scraper-order,web-scraper-start-url,teams,teams-href,playerprofile,playerprofile-href,playername,birthdate,position,retiredOrNot,retirementDate,lastTransferFee,lastTransferDate
1666715778-3185,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/plus/?saison_id=2005,AC Ajaccio,https://www.transfermarkt.com/ac-ajaccio/startseite/verein/1147/saison_id/2005,Martial Robin,https://www.transfermarkt.com/martial-robin/profil/spieler/3927,Martial Robin,"Aug 27, 1977                                                                    (45)",Left-Back,Retired,"Jul 1, 2012",free transfer,"Jul 1, 2010"
1666715781-3186,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/plus/?saison_id=2005,AC Ajaccio,https://www.transfermarkt.com/ac-ajaccio/startseite/verein/1147/saison_id/2005,Xavier Collin,https://www.transfermarkt.com/xavier-collin/profil/spieler/5720,Xavier Collin,"Aug 17, 1974                                                                    (48)",Left-Back,Retired,"Jul 1, 2011",free transfer,"Jul 1, 2008"
1666715783-3187,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/plus/?saison_id=2005,AC Ajaccio,https://www.transfermarkt.com/ac-ajaccio/startseite/verein/1147/saison_id/2005,Giany Joinville,https://www.transfermarkt.com/giany-joinville/profil/spieler/34227,Giany Joinville,"Jul 1, 1984                                                                    (38)",Centre-Back,US Pruniers,"Jul 1, 2018",free transfer,"Jul 1, 2017"
1666715786-3188,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/plus/?saison_id=2005,AC Ajaccio,https://www.transfermarkt.com/ac-ajaccio/startseite/verein/1147/saison_id/2005,Franklin Anzité,https://www.transfermarkt.com/franklin-anzite/profil/spieler/28541,Franklin Anzité,"Nov 2, 1985                                                                    (36)",Centre-Back,Without Club,,free transfer,"Jul 1, 2021"
1666715789-3189,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/plus/?saison_id=2005,AC Ajaccio,https://www.transfermarkt.com/ac-ajaccio/startseite/verein/1147/saison_id/2005,Nenad Dzodic,https://www.transfermarkt.com/nenad-dzodic/profil/spieler/5693,Nenad Dzodic,"Jan 4, 1977                                                                    (45)",Centre-Back,Retired,"Oct 1, 2011",free transfer,"Jul 1, 2007"
1666715791-3190,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/plus/?saison_id=2005,AC Ajaccio,https://www.transfermarkt.com/ac-ajaccio/startseite/verein/1147/saison_id/2005,Frédéric Danjou,https://www.transfermarkt.com/frederic-danjou/profil/spieler/13768,Frédéric Danjou,"Sep 28, 1974                                                                    (48)",Centre-Back,Retired,"Jul 1, 2009",-,"Jul 1, 2008"
1666715794-3191,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/plus/?saison_id=2005,AC Ajaccio,https://www.transfermarkt.com/ac-ajaccio/startseite/verein/1147/saison_id/2005,Antônio Carlos,https://www.transfermarkt.com/antonio-carlos/profil/spieler/31753,Antônio Carlos,"Jun 22, 1983                                                                    (39)",Centre-Back,Olaria AC,"Sep 2, 2020",-,"Jun 3, 2019"
1666715797-3192,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/plus/?saison_id=2005,AC Ajaccio,https://www.transfermarkt.com/ac-ajaccio/startseite/verein/1147/saison_id/2005,Florian Lucchini,https://www.transfermarkt.com/florian-lucchini/profil/spieler/5714,Florian Lucchini,"Feb 13, 1981                                                                    (41)",Goalkeeper,Retired,,free transfer,"Jul 25, 2012"
1666715800-3193,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/plus/?saison_id=2005,AC Ajaccio,https://www.transfermarkt.com/ac-ajaccio/startseite/verein/1147/saison_id/2005,Stéphane Trévisan,https://www.transfermarkt.com/stephane-trevisan/profil/spieler/5716,Stéphane Trévisan,"Mar 27, 1974                                                                    (48)",Goalkeeper,Retired,"Jul 1, 2010",free transfer,"Jul 1, 2007"
1666715803-3194,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/plus/?saison_id=2005,AC Ajaccio,https://www.transfermarkt.com/ac-ajaccio/startseite/verein/1147/saison_id/2005,Stéphane Porato,https://www.transfermarkt.com/stephane-porato/profil/spieler/5280,Stéphane Porato,"Sep 12, 1973                                                                    (49)",Goalkeeper,Retired,,free transfer,"Jul 1, 2007"
1666715809-3195,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/plus/?saison_id=2005,ESTAC Troyes,https://www.transfermarkt.com/es-troyes-ac/startseite/verein/1095/saison_id/2005,Frank Boudard,https://www.transfermarkt.com/frank-boudard/profil/spieler/33913,Frank Boudard,"Jan 28, 1982                                                                    (40)",Centre-Forward,Retired,,free transfer,"Aug 1, 2014"
1666715812-3196,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/plus/?saison_id=2005,ESTAC Troyes,https://www.transfermarkt.com/es-troyes-ac/startseite/verein/1095/saison_id/2005,Christian Nadé,https://www.transfermarkt.com/christian-nade/profil/spieler/33926,Christian Nadé,"Sep 18, 1984                                                                    (38)",Centre-Forward,Annbank United,"Nov 18, 2020",free transfer,"Jul 7, 2020"
1666715814-3197,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/plus/?saison_id=2005,ESTAC Troyes,https://www.transfermarkt.com/es-troyes-ac/startseite/verein/1095/saison_id/2005,Georges Ba,https://www.transfermarkt.com/georges-ba/profil/spieler/13846,Georges Ba,"Jan 24, 1979                                                                    (43)",Centre-Forward,Retired,,-,"Jan 1, 2011"
1666715817-3198,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/plus/?saison_id=2005,ESTAC Troyes,https://www.transfermarkt.com/es-troyes-ac/startseite/verein/1095/saison_id/2005,Zied Jaziri,https://www.transfermarkt.com/zied-jaziri/profil/spieler/13936,Zied Jaziri,"Jul 12, 1978                                                                    (44)",Centre-Forward,Retired,,free transfer,"Jul 1, 2007"
1666715820-3199,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/plus/?saison_id=2005,ESTAC Troyes,https://www.transfermarkt.com/es-troyes-ac/startseite/verein/1095/saison_id/2005,Sébastien Grax,https://www.transfermarkt.com/sebastien-grax/profil/spieler/9239,"#8                    
                                            Sébastien Grax","Jun 23, 1984                                                                    (38)",Centre-Forward,Retired,"Jul 1, 2014",-,"Jan 1, 2011"
1666715822-3200,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/plus/?saison_id=2005,ESTAC Troyes,https://www.transfermarkt.com/es-troyes-ac/startseite/verein/1095/saison_id/2005,Ali Zitouni,https://www.transfermarkt.com/ali-zitouni/profil/spieler/37858,Ali Zitouni,"Jan 11, 1981                                                                    (41)",Right Winger,Retired,"Jul 1, 2018",free transfer,"Oct 6, 2017"
1666715825-3201,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/plus/?saison_id=2005,ESTAC Troyes,https://www.transfermarkt.com/es-troyes-ac/startseite/verein/1095/saison_id/2005,Ibrahima Bangoura,https://www.transfermarkt.com/ibrahima-bangoura/profil/spieler/33910,Ibrahima Bangoura,"Dec 8, 1982                                                                    (39)",Right Winger,Retired,"Jul 1, 2014",-,"Dec 11, 2013"
1666715828-3202,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/plus/?saison_id=2005,ESTAC Troyes,https://www.transfermarkt.com/es-troyes-ac/startseite/verein/1095/saison_id/2005,Sébastien Dallet,https://www.transfermarkt.com/sebastien-dallet/profil/spieler/33915,Sébastien Dallet,"Sep 30, 1973                                                                    (49)",Right Winger,Retired,,?,"Jul 30, 2003"
1666715831-3203,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/plus/?saison_id=2005,ESTAC Troyes,https://www.transfermarkt.com/es-troyes-ac/startseite/verein/1095/saison_id/2005,Gaël Danic,https://www.transfermarkt.com/gael-danic/profil/spieler/5457,Gaël Danic,"Nov 19, 1981                                                                    (40)",Left Winger,Retired,"Jul 1, 2021",free transfer,"Jul 2, 2019"
1666715834-3204,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/plus/?saison_id=2005,ESTAC Troyes,https://www.transfermarkt.com/es-troyes-ac/startseite/verein/1095/saison_id/2005,Nicolas Florentin,https://www.transfermarkt.com/nicolas-florentin/profil/spieler/33918,Nicolas Florentin,"Feb 16, 1978                                                                    (44)",Left Winger,Retired,"Jul 1, 2012",free transfer,"Jul 1, 2010"
1666715836-3205,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/plus/?saison_id=2005,ESTAC Troyes,https://www.transfermarkt.com/es-troyes-ac/startseite/verein/1095/saison_id/2005,Benjamin Nivet,https://www.transfermarkt.com/benjamin-nivet/profil/spieler/33927,Benjamin Nivet,"Jan 2, 1977                                                                    (45)",Attacking Midfield,Retired,"Jul 1, 2019",free transfer,"Jul 1, 2012"
1666715839-3206,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/plus/?saison_id=2005,ESTAC Troyes,https://www.transfermarkt.com/es-troyes-ac/startseite/verein/1095/saison_id/2005,Gharib Amzine,https://www.transfermarkt.com/gharib-amzine/profil/spieler/33909,Gharib Amzine,"May 3, 1973                                                                    (49)",Left Midfield,Retired,"Jul 1, 2009",free transfer,"Jul 1, 2008"
1666715842-3207,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/plus/?saison_id=2005,ESTAC Troyes,https://www.transfermarkt.com/es-troyes-ac/startseite/verein/1095/saison_id/2005,Branko Boskovic,https://www.transfermarkt.com/branko-boskovic/profil/spieler/9090,Branko Boskovic,"Jun 21, 1980                                                                    (42)",Central Midfield,Retired,"Jul 1, 2014",-,"Jan 19, 2013"
1666715844-3208,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/plus/?saison_id=2005,ESTAC Troyes,https://www.transfermarkt.com/es-troyes-ac/startseite/verein/1095/saison_id/2005,Blaise Matuidi,https://www.transfermarkt.com/blaise-matuidi/profil/spieler/33923,Blaise Matuidi,"Apr 9, 1987                                                                    (35)",Central Midfield,Miami,"Aug 13, 2020",€25.00m,"Aug 18, 2017"
1666715849-3209,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/plus/?saison_id=2005,ESTAC Troyes,https://www.transfermarkt.com/es-troyes-ac/startseite/verein/1095/saison_id/2005,Alassane N'Dour,https://www.transfermarkt.com/alassane-ndour/profil/spieler/3918,Alassane N'Dour,"Dec 12, 1981                                                                    (40)",Defensive Midfield,Retired,,free transfer,"Jul 1, 2008"
1666715852-3210,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/plus/?saison_id=2005,ESTAC Troyes,https://www.transfermarkt.com/es-troyes-ac/startseite/verein/1095/saison_id/2005,Cédric Faivre,https://www.transfermarkt.com/cedric-faivre/profil/spieler/33917,Cédric Faivre,"Apr 8, 1981                                                                    (41)",Defensive Midfield,Retired,,free transfer,"Jul 1, 2016"
1666715855-3211,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/plus/?saison_id=2005,ESTAC Troyes,https://www.transfermarkt.com/es-troyes-ac/startseite/verein/1095/saison_id/2005,Frédéric Adam,https://www.transfermarkt.com/frederic-adam/profil/spieler/33908,Frédéric Adam,"Aug 11, 1973                                                                    (49)",Defensive Midfield,Retired,"Jul 1, 2008",free transfer,"Jul 1, 2006"
1666715857-3212,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/plus/?saison_id=2005,ESTAC Troyes,https://www.transfermarkt.com/es-troyes-ac/startseite/verein/1095/saison_id/2005,Éloge Enza-Yamissi,https://www.transfermarkt.com/eloge-enza-yamissi/profil/spieler/31208,Éloge Enza-Yamissi,"Jan 23, 1983                                                                    (39)",Defensive Midfield,Retired,"Jul 1, 2022",free transfer,"Jul 1, 2020"
1666715860-3213,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/plus/?saison_id=2005,ESTAC Troyes,https://www.transfermarkt.com/es-troyes-ac/startseite/verein/1095/saison_id/2005,Nabil Berkak,https://www.transfermarkt.com/nabil-berkak/profil/spieler/33911,Nabil Berkak,"Jan 13, 1984                                                                    (38)",Right-Back,Retired,,free transfer,"Jun 15, 2015"
1666715862-3214,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/plus/?saison_id=2005,ESTAC Troyes,https://www.transfermarkt.com/es-troyes-ac/startseite/verein/1095/saison_id/2005,Jean-Louis Montero,https://www.transfermarkt.com/jean-louis-montero/profil/spieler/5453,Jean-Louis Montero,"Apr 28, 1971                                                                    (51)",Right-Back,Retired,,free transfer,"Jul 1, 2008"
1666715865-3215,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/plus/?saison_id=2005,ESTAC Troyes,https://www.transfermarkt.com/es-troyes-ac/startseite/verein/1095/saison_id/2005,Stéphen Drouin,https://www.transfermarkt.com/stephen-drouin/profil/spieler/12391,Stéphen Drouin,"Feb 27, 1984                                                                    (38)",Left-Back,Retired,"Jul 1, 2015",free transfer,"Sep 8, 2010"
1666715868-3216,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/plus/?saison_id=2005,ESTAC Troyes,https://www.transfermarkt.com/es-troyes-ac/startseite/verein/1095/saison_id/2005,Grégory Paisley,https://www.transfermarkt.com/gregory-paisley/profil/spieler/6246,Grégory Paisley,"May 7, 1977                                                                    (45)",Left-Back,Retired,,free transfer,"Jul 1, 2011"
1666715870-3217,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/plus/?saison_id=2005,ESTAC Troyes,https://www.transfermarkt.com/es-troyes-ac/startseite/verein/1095/saison_id/2005,Sylvain Meslien,https://www.transfermarkt.com/sylvain-meslien/profil/spieler/17435,"#5                    
                                            Sylvain Meslien","Aug 7, 1980                                                                    (42)",Centre-Back,Retired,,free transfer,"Jul 1, 2012"
1666715873-3218,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/plus/?saison_id=2005,ESTAC Troyes,https://www.transfermarkt.com/es-troyes-ac/startseite/verein/1095/saison_id/2005,Gaël Sanz,https://www.transfermarkt.com/gael-sanz/profil/spieler/33930,Gaël Sanz,"May 1, 1977                                                                    (45)",Centre-Back,Retired,"Jul 1, 2011",free transfer,"Jul 1, 2002"
1666715875-3219,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/plus/?saison_id=2005,ESTAC Troyes,https://www.transfermarkt.com/es-troyes-ac/startseite/verein/1095/saison_id/2005,Auriol Guillaume,https://www.transfermarkt.com/auriol-guillaume/profil/spieler/5448,Auriol Guillaume,"Oct 14, 1979                                                                    (43)",Centre-Back,Retired,"Jul 1, 2012",-,"Oct 1, 2011"
1666715878-3220,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/plus/?saison_id=2005,ESTAC Troyes,https://www.transfermarkt.com/es-troyes-ac/startseite/verein/1095/saison_id/2005,Ibrahima Faye,https://www.transfermarkt.com/ibrahima-faye/profil/spieler/13741,Ibrahima Faye,"Oct 22, 1979                                                                    (43)",Centre-Back,O Charleville,"Jul 1, 2017",-,"Jan 1, 2014"
1666715881-3221,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/plus/?saison_id=2005,ESTAC Troyes,https://www.transfermarkt.com/es-troyes-ac/startseite/verein/1095/saison_id/2005,Alexandre Dujeux,https://www.transfermarkt.com/alexandre-dujeux/profil/spieler/23920,Alexandre Dujeux,"Jan 8, 1976                                                                    (46)",Centre-Back,Retired,"Jul 1, 2010",free transfer,"Jul 1, 2008"
1666715883-3222,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/plus/?saison_id=2005,ESTAC Troyes,https://www.transfermarkt.com/es-troyes-ac/startseite/verein/1095/saison_id/2005,Carl Tourenne,https://www.transfermarkt.com/carl-tourenne/profil/spieler/33933,Carl Tourenne,"Jun 10, 1972                                                                    (50)",Centre-Back,Retired,"Jul 1, 2011",free transfer,"Jul 1, 2009"
1666715886-3223,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/plus/?saison_id=2005,ESTAC Troyes,https://www.transfermarkt.com/es-troyes-ac/startseite/verein/1095/saison_id/2005,Florian Boucansaud,https://www.transfermarkt.com/florian-boucansaud/profil/spieler/31219,Florian Boucansaud,"Feb 15, 1981                                                                    (41)",Centre-Back,Retired,"Mar 31, 2017",-,"Aug 6, 2010"
1666715888-3224,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/plus/?saison_id=2005,ESTAC Troyes,https://www.transfermarkt.com/es-troyes-ac/startseite/verein/1095/saison_id/2005,Blaise Kouassi,https://www.transfermarkt.com/blaise-kouassi/profil/spieler/5450,Blaise Kouassi,"Feb 2, 1975                                                                    (47)",Centre-Back,Retired,"Jul 1, 2009",free transfer,"Jul 1, 2007"
1666715891-3225,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/plus/?saison_id=2005,ESTAC Troyes,https://www.transfermarkt.com/es-troyes-ac/startseite/verein/1095/saison_id/2005,Romuald Peiser,https://www.transfermarkt.com/romuald-peiser/profil/spieler/2726,Romuald Peiser,"Aug 3, 1979                                                                    (43)",Goalkeeper,Retired,,-,"Mar 6, 2018"
1666715894-3226,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/plus/?saison_id=2005,ESTAC Troyes,https://www.transfermarkt.com/es-troyes-ac/startseite/verein/1095/saison_id/2005,Quentin Westberg,https://www.transfermarkt.com/quentin-westberg/profil/spieler/33934,"#16                    
                                            Quentin Westberg","Apr 25, 1986                                                                    (36)",Goalkeeper,Toronto,"Feb 25, 2019",-,"Jan 1, 2023"
1666715900-3227,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/plus/?saison_id=2005,ESTAC Troyes,https://www.transfermarkt.com/es-troyes-ac/startseite/verein/1095/saison_id/2005,Ronan Le Crom,https://www.transfermarkt.com/ronan-le-crom/profil/spieler/5444,Ronan Le Crom,"Jul 13, 1974                                                                    (48)",Goalkeeper,Retired,,-,"Jan 12, 2012"
