web-scraper-order,web-scraper-start-url,teams,teams-href,playerprofile,playerprofile-href,playername,birthdate,position,retiredOrNot,retirementDate,lastTransferFee,lastTransferDate
1666801307-182,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Caykur Rizespor,https://www.transfermarkt.com/caykur-rizespor/startseite/verein/126/saison_id/2005,Altan Aksoy,https://www.transfermarkt.com/altan-aksoy/profil/spieler/8051,Altan Aksoy,"Feb 5, 1976                                                                    (46)",Attacking Midfield,Retired,"Jul 1, 2011",?,"Aug 18, 2010"
1666801312-183,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Caykur Rizespor,https://www.transfermarkt.com/caykur-rizespor/startseite/verein/126/saison_id/2005,Sener Askaroglu,https://www.transfermarkt.com/sener-askaroglu/profil/spieler/7188,Sener Askaroglu,"Apr 24, 1980                                                                    (42)",Right Midfield,Retired,"Sep 26, 2012",?,"Aug 10, 2011"
1666801314-184,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Caykur Rizespor,https://www.transfermarkt.com/caykur-rizespor/startseite/verein/126/saison_id/2005,Cem Baki,https://www.transfermarkt.com/cem-baki/profil/spieler/7280,Cem Baki,"Aug 20, 1977                                                                    (45)",Right Midfield,Retired,"Jul 1, 2014",free transfer,"Sep 27, 2013"
1666801316-185,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Caykur Rizespor,https://www.transfermarkt.com/caykur-rizespor/startseite/verein/126/saison_id/2005,Cafercan Aksu,https://www.transfermarkt.com/cafercan-aksu/profil/spieler/21366,"#10                    
                                            Cafercan Aksu","Jan 15, 1987                                                                    (35)",Central Midfield,Siirt IÖI,"Jul 27, 2022",free transfer,"Aug 11, 2021"
1666801318-186,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Caykur Rizespor,https://www.transfermarkt.com/caykur-rizespor/startseite/verein/126/saison_id/2005,Ergin Yücetas,https://www.transfermarkt.com/ergin-yucetas/profil/spieler/8213,Ergin Yücetas,"Dec 25, 1978                                                                    (43)",Central Midfield,Retired,,free transfer,"Jan 28, 2009"
1666801320-187,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Caykur Rizespor,https://www.transfermarkt.com/caykur-rizespor/startseite/verein/126/saison_id/2005,Hüseyin Bak,https://www.transfermarkt.com/huseyin-bak/profil/spieler/44971,Hüseyin Bak,"Oct 8, 1984                                                                    (38)",,Tire 2021 FK,"Sep 10, 2021",-,"Jan 18, 2021"
1666801323-188,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Caykur Rizespor,https://www.transfermarkt.com/caykur-rizespor/startseite/verein/126/saison_id/2005,Ünal Alpugan,https://www.transfermarkt.com/unal-alpugan/profil/spieler/257,Ünal Alpugan,"Aug 3, 1973                                                                    (49)",Defensive Midfield,Retired,"Apr 1, 2010",-,"Jul 1, 2009"
1666801325-189,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Caykur Rizespor,https://www.transfermarkt.com/caykur-rizespor/startseite/verein/126/saison_id/2005,Fahri Tatan,https://www.transfermarkt.com/fahri-tatan/profil/spieler/7442,Fahri Tatan,"May 30, 1983                                                                    (39)",Defensive Midfield,Retired,"Jul 1, 2018",free transfer,"Aug 11, 2017"
1666801327-190,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Caykur Rizespor,https://www.transfermarkt.com/caykur-rizespor/startseite/verein/126/saison_id/2005,Eyyüp Hasan Ugur,https://www.transfermarkt.com/eyyup-hasan-ugur/profil/spieler/8043,Eyyüp Hasan Ugur,"Jun 22, 1977                                                                    (45)",Defensive Midfield,Retired,,-,"Jan 23, 2012"
1666801330-191,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Caykur Rizespor,https://www.transfermarkt.com/caykur-rizespor/startseite/verein/126/saison_id/2005,Yüksel Babayigit,https://www.transfermarkt.com/yuksel-babayigit/profil/spieler/126264,Yüksel Babayigit,"Jan 10, 1984                                                                    (38)",,Bayindirspor,"Sep 30, 2016",free transfer,"Jan 22, 2016"
1666801332-192,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Caykur Rizespor,https://www.transfermarkt.com/caykur-rizespor/startseite/verein/126/saison_id/2005,Eray Acikgöz,https://www.transfermarkt.com/eray-acikgoz/profil/spieler/37952,Eray Acikgöz,"Sep 9, 1984                                                                    (38)",,Without Club,Manisa,free transfer,"Sep 7, 2017"
1666801334-193,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Caykur Rizespor,https://www.transfermarkt.com/caykur-rizespor/startseite/verein/126/saison_id/2005,Hakan Ünsal,https://www.transfermarkt.com/hakan-unsal/profil/spieler/8050,Hakan Ünsal,"May 14, 1973                                                                    (49)",Left-Back,Retired,"Dec 5, 2005",free transfer,"Aug 2, 2005"
1666801336-194,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Caykur Rizespor,https://www.transfermarkt.com/caykur-rizespor/startseite/verein/126/saison_id/2005,Gustavo Victoria,https://www.transfermarkt.com/gustavo-victoria/profil/spieler/7132,Gustavo Victoria,"May 14, 1980                                                                    (42)",Left-Back,Retired,"Jan 1, 2014",free transfer,"Jan 1, 2013"
1666801338-195,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Caykur Rizespor,https://www.transfermarkt.com/caykur-rizespor/startseite/verein/126/saison_id/2005,Fatih Gültekin,https://www.transfermarkt.com/fatih-gultekin/profil/spieler/103376,Fatih Gültekin,"Jun 23, 1987                                                                    (35)",Centre-Back,Muglaspor,"Jul 10, 2022",free transfer,"Jan 25, 2022"
1666801341-196,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Caykur Rizespor,https://www.transfermarkt.com/caykur-rizespor/startseite/verein/126/saison_id/2005,Evren Kürkcü,https://www.transfermarkt.com/evren-kurkcu/profil/spieler/7197,Evren Kürkcü,"Nov 8, 1982                                                                    (39)",Centre-Back,Gaziosmanpasa,"Sep 21, 2017",free transfer,"Feb 3, 2017"
1666801343-197,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Caykur Rizespor,https://www.transfermarkt.com/caykur-rizespor/startseite/verein/126/saison_id/2005,Yasin Cakmak,https://www.transfermarkt.com/yasin-cakmak/profil/spieler/37943,Yasin Cakmak,"Jan 6, 1985                                                                    (37)",Centre-Back,Retired,"Jul 1, 2015",-,"Jan 22, 2015"
1666801345-198,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Caykur Rizespor,https://www.transfermarkt.com/caykur-rizespor/startseite/verein/126/saison_id/2005,Serhat Akyüz,https://www.transfermarkt.com/serhat-akyuz/profil/spieler/28991,Serhat Akyüz,"Aug 10, 1984                                                                    (38)",Centre-Back,Without Club,"Aug 4, 2020",free transfer,"Oct 11, 2019"
1666801347-199,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Caykur Rizespor,https://www.transfermarkt.com/caykur-rizespor/startseite/verein/126/saison_id/2005,Allyson,https://www.transfermarkt.com/allyson/profil/spieler/34331,Allyson,"Jan 28, 1982                                                                    (40)",Centre-Back,Retired,,free transfer,"Feb 1, 2020"
1666801350-200,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Caykur Rizespor,https://www.transfermarkt.com/caykur-rizespor/startseite/verein/126/saison_id/2005,Mbengue Thiemokho,https://www.transfermarkt.com/mbengue-thiemokho/profil/spieler/34172,Mbengue Thiemokho,"Mar 10, 1983                                                                    (39)",Centre-Back,Retired,Dakar,-,"Aug 30, 2005"
1666801352-201,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Caykur Rizespor,https://www.transfermarkt.com/caykur-rizespor/startseite/verein/126/saison_id/2005,Beshir El Tabei,https://www.transfermarkt.com/beshir-el-tabei/profil/spieler/34164,Beshir El Tabei,"Feb 24, 1976                                                                    (46)",Centre-Back,Retired,"May 27, 2012",?,"Aug 1, 2011"
1666801354-202,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Caykur Rizespor,https://www.transfermarkt.com/caykur-rizespor/startseite/verein/126/saison_id/2005,Mehmet Polat,https://www.transfermarkt.com/mehmet-polat/profil/spieler/6101,Mehmet Polat,"Jun 8, 1978                                                                    (44)",Centre-Back,Retired,"Jan 12, 2012",?,"Jan 7, 2011"
1666801356-203,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Caykur Rizespor,https://www.transfermarkt.com/caykur-rizespor/startseite/verein/126/saison_id/2005,Atilla Koca,https://www.transfermarkt.com/atilla-koca/profil/spieler/34169,Atilla Koca,"Jul 16, 1980                                                                    (42)",Goalkeeper,Retired,Gümüshane,free transfer,"Jul 30, 2015"
1666801359-204,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Caykur Rizespor,https://www.transfermarkt.com/caykur-rizespor/startseite/verein/126/saison_id/2005,Zdravko Zdravkov,https://www.transfermarkt.com/zdravko-zdravkov/profil/spieler/3000,Zdravko Zdravkov,"Oct 4, 1970                                                                    (52)",Goalkeeper,Retired,"Jul 1, 2007",free transfer,"Jul 8, 2004"
1666801361-205,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Caykur Rizespor,https://www.transfermarkt.com/caykur-rizespor/startseite/verein/126/saison_id/2005,Mehmet Bölükbasi,https://www.transfermarkt.com/mehmet-bolukbasi/profil/spieler/6938,Mehmet Bölükbasi,"Aug 24, 1978                                                                    (44)",Goalkeeper,Retired,,?,"Jul 30, 2010"
1666801367-206,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Sivasspor,https://www.transfermarkt.com/sivasspor/startseite/verein/2381/saison_id/2005,Fatih Tutar,https://www.transfermarkt.com/fatih-tutar/profil/spieler/58914,Fatih Tutar,"Feb 10, 1984                                                                    (38)",Centre-Forward,Kücükcekmece IY,"Jan 10, 2020",-,"Sep 19, 2019"
1666801369-207,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Sivasspor,https://www.transfermarkt.com/sivasspor/startseite/verein/2381/saison_id/2005,Yusuf Akbel,https://www.transfermarkt.com/yusuf-akbel/profil/spieler/10232,Yusuf Akbel,"Jul 31, 1984                                                                    (38)",Centre-Forward,Retired,Hamburg,free transfer,"Jul 25, 2012"
1666801371-208,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Sivasspor,https://www.transfermarkt.com/sivasspor/startseite/verein/2381/saison_id/2005,Mehmet Yildiz,https://www.transfermarkt.com/mehmet-yildiz/profil/spieler/33570,Mehmet Yildiz,"Sep 14, 1981                                                                    (41)",Centre-Forward,Retired,"Nov 25, 2015",free transfer,"Aug 24, 2015"
1666801374-209,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Sivasspor,https://www.transfermarkt.com/sivasspor/startseite/verein/2381/saison_id/2005,Gökhan Bozkaya,https://www.transfermarkt.com/gokhan-bozkaya/profil/spieler/33552,Gökhan Bozkaya,"May 12, 1981                                                                    (41)",Centre-Forward,Retired,Lichtenfels,End of loan,"Jun 30, 2013"
1666801376-210,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Sivasspor,https://www.transfermarkt.com/sivasspor/startseite/verein/2381/saison_id/2005,Anderson,https://www.transfermarkt.com/anderson/profil/spieler/33557,Anderson,"Mar 22, 1983                                                                    (39)",Centre-Forward,Retired,,?,"Jan 1, 2014"
1666801378-211,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Sivasspor,https://www.transfermarkt.com/sivasspor/startseite/verein/2381/saison_id/2005,Atilla Birlik,https://www.transfermarkt.com/atilla-birlik/profil/spieler/1617,Atilla Birlik,"Nov 27, 1977                                                                    (44)",Centre-Forward,Retired,Ludwigshafen am Rhein,?,"Jul 30, 2008"
1666801380-212,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Sivasspor,https://www.transfermarkt.com/sivasspor/startseite/verein/2381/saison_id/2005,Pini Balili,https://www.transfermarkt.com/pini-balili/profil/spieler/10135,"#7                    
                                            Pini Balili","Jun 18, 1979                                                                    (43)",Centre-Forward,Retired,"Jul 1, 2014",?,"Oct 17, 2012"
1666801382-213,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Sivasspor,https://www.transfermarkt.com/sivasspor/startseite/verein/2381/saison_id/2005,Ibrahim Aydemir,https://www.transfermarkt.com/ibrahim-aydemir/profil/spieler/28131,Ibrahim Aydemir,"May 19, 1983                                                                    (39)",Right Winger,Retired,"Jul 1, 2018",-,"Jan 1, 2018"
1666801385-214,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Sivasspor,https://www.transfermarkt.com/sivasspor/startseite/verein/2381/saison_id/2005,Mohamed Ali,https://www.transfermarkt.com/mohamed-ali/profil/spieler/33562,Mohamed Ali,"Aug 29, 1974                                                                    (48)",Attacking Midfield,Retired,"Jul 1, 2011",-,"Jan 25, 2011"
1666801387-215,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Sivasspor,https://www.transfermarkt.com/sivasspor/startseite/verein/2381/saison_id/2005,Édson Araújo,https://www.transfermarkt.com/edson-araujo/profil/spieler/38009,Édson Araújo,"Jul 26, 1980                                                                    (42)",Attacking Midfield,Retired,,?,"Feb 27, 2012"
1666801389-216,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Sivasspor,https://www.transfermarkt.com/sivasspor/startseite/verein/2381/saison_id/2005,Ilhan Ummak,https://www.transfermarkt.com/ilhan-ummak/profil/spieler/33567,Ilhan Ummak,"Feb 5, 1979                                                                    (43)",Left Midfield,Retired,"Jul 1, 2015",-,"Jan 17, 2014"
1666801391-217,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Sivasspor,https://www.transfermarkt.com/sivasspor/startseite/verein/2381/saison_id/2005,Musa Kus,https://www.transfermarkt.com/musa-kus/profil/spieler/7149,Musa Kus,"Feb 20, 1978                                                                    (44)",Right Midfield,Retired,"Jul 1, 2014",-,"Oct 4, 2013"
1666801394-218,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Sivasspor,https://www.transfermarkt.com/sivasspor/startseite/verein/2381/saison_id/2005,Dennis Pena Lamego,https://www.transfermarkt.com/dennis-pena-lamego/profil/spieler/37955,Dennis Pena Lamego,"Jun 17, 1985                                                                    (37)",Central Midfield,Retired,"Jan 1, 2016",?,"Jan 1, 2015"
1666801396-219,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Sivasspor,https://www.transfermarkt.com/sivasspor/startseite/verein/2381/saison_id/2005,Muharrem Uz,https://www.transfermarkt.com/muharrem-uz/profil/spieler/6962,Muharrem Uz,"Dec 10, 1980                                                                    (41)",Central Midfield,Retired,Herne,?,"Sep 4, 2015"
1666801398-220,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Sivasspor,https://www.transfermarkt.com/sivasspor/startseite/verein/2381/saison_id/2005,Fransergio,https://www.transfermarkt.com/fransergio/profil/spieler/33565,Fransergio,"Jun 4, 1980                                                                    (42)",Central Midfield,Retired,"Jan 1, 2011",?,"Jan 1, 2010"
1666801400-221,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Sivasspor,https://www.transfermarkt.com/sivasspor/startseite/verein/2381/saison_id/2005,Yasir Elmaci,https://www.transfermarkt.com/yasir-elmaci/profil/spieler/34165,Yasir Elmaci,"Oct 10, 1981                                                                    (41)",Defensive Midfield,Retired,"Nov 15, 2012",?,"Sep 5, 2012"
1666801402-222,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Sivasspor,https://www.transfermarkt.com/sivasspor/startseite/verein/2381/saison_id/2005,Yusuf Peken,https://www.transfermarkt.com/yusuf-peken/profil/spieler/34170,Yusuf Peken,"Aug 4, 1980                                                                    (42)",Defensive Midfield,Retired,Trabzon,?,"Aug 17, 2007"
1666801405-223,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Sivasspor,https://www.transfermarkt.com/sivasspor/startseite/verein/2381/saison_id/2005,Ünal Demirkiran,https://www.transfermarkt.com/unal-demirkiran/profil/spieler/495,Ünal Demirkiran,N/A                                                                    (43),Defensive Midfield,Retired,"Jul 1, 2019",free transfer,"Jul 1, 2014"
1666801407-224,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Sivasspor,https://www.transfermarkt.com/sivasspor/startseite/verein/2381/saison_id/2005,Ertugrul Arslan,https://www.transfermarkt.com/ertugrul-arslan/profil/spieler/33550,Ertugrul Arslan,"Jan 26, 1980                                                                    (42)",Defensive Midfield,Retired,,free transfer,"Sep 21, 2018"
1666801410-225,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Sivasspor,https://www.transfermarkt.com/sivasspor/startseite/verein/2381/saison_id/2005,Cem Karaca,https://www.transfermarkt.com/cem-karaca/profil/spieler/6937,Cem Karaca,"May 8, 1976                                                                    (46)",Defensive Midfield,Retired,"Jan 19, 2018",free transfer,"Jul 1, 2017"
1666801415-226,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Sivasspor,https://www.transfermarkt.com/sivasspor/startseite/verein/2381/saison_id/2005,Hakan Bayraktar,https://www.transfermarkt.com/hakan-bayraktar/profil/spieler/7088,Hakan Bayraktar,"Aug 9, 1976                                                                    (46)",Defensive Midfield,Retired,"Jan 20, 2014",free transfer,"Jul 1, 2013"
1666801418-227,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Sivasspor,https://www.transfermarkt.com/sivasspor/startseite/verein/2381/saison_id/2005,Cem Can,https://www.transfermarkt.com/cem-can/profil/spieler/44608,Cem Can,"Apr 1, 1981                                                                    (41)",Right-Back,Retired,"Jul 1, 2016",free transfer,"Jan 8, 2015"
1666801424-228,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Sivasspor,https://www.transfermarkt.com/sivasspor/startseite/verein/2381/saison_id/2005,Hakan Turan,https://www.transfermarkt.com/hakan-turan/profil/spieler/33566,Hakan Turan,"Oct 23, 1974                                                                    (48)",Right-Back,Retired,Mus,?,"Feb 16, 2017"
1666801427-229,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Sivasspor,https://www.transfermarkt.com/sivasspor/startseite/verein/2381/saison_id/2005,Murat Duman,https://www.transfermarkt.com/murat-duman/profil/spieler/6965,Murat Duman,"Apr 4, 1974                                                                    (48)",Right-Back,Retired,Manisa,-,"Jan 15, 2009"
1666801430-230,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Sivasspor,https://www.transfermarkt.com/sivasspor/startseite/verein/2381/saison_id/2005,Hayrettin Yerlikaya,https://www.transfermarkt.com/hayrettin-yerlikaya/profil/spieler/33569,Hayrettin Yerlikaya,"Aug 13, 1981                                                                    (41)",Left-Back,Retired,"Jul 1, 2013",free transfer,"Sep 8, 1999"
1666801433-231,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Sivasspor,https://www.transfermarkt.com/sivasspor/startseite/verein/2381/saison_id/2005,Murat Sözgelmez,https://www.transfermarkt.com/murat-sozgelmez/profil/spieler/29641,Murat Sözgelmez,"Aug 21, 1985                                                                    (37)",Centre-Back,Retired,"Jul 1, 2018",free transfer,"Aug 17, 2017"
1666801435-232,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Sivasspor,https://www.transfermarkt.com/sivasspor/startseite/verein/2381/saison_id/2005,Sezgin Yilmaz,https://www.transfermarkt.com/sezgin-yilmaz/profil/spieler/169820,Sezgin Yilmaz,"Jul 9, 1984                                                                    (38)",,Retired,,?,"Aug 1, 2010"
1666801437-233,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Sivasspor,https://www.transfermarkt.com/sivasspor/startseite/verein/2381/saison_id/2005,Görkem Görk,https://www.transfermarkt.com/gorkem-gork/profil/spieler/34166,Görkem Görk,"Jun 30, 1983                                                                    (39)",Centre-Back,Retired,,free transfer,"Aug 29, 2016"
1666801441-234,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Sivasspor,https://www.transfermarkt.com/sivasspor/startseite/verein/2381/saison_id/2005,Hakki Hocaoglu,https://www.transfermarkt.com/hakki-hocaoglu/profil/spieler/33559,Hakki Hocaoglu,"Feb 1, 1975                                                                    (47)",Centre-Back,Retired,"Jan 27, 2010",free transfer,"Aug 28, 2009"
1666801443-235,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Sivasspor,https://www.transfermarkt.com/sivasspor/startseite/verein/2381/saison_id/2005,Raymond Kalla,https://www.transfermarkt.com/raymond-kalla/profil/spieler/1594,Raymond Kalla,"Apr 22, 1975                                                                    (47)",Centre-Back,Retired,"Jul 1, 2010",free transfer,"Jul 1, 2006"
1666801446-236,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Sivasspor,https://www.transfermarkt.com/sivasspor/startseite/verein/2381/saison_id/2005,Vedat Kapurtu,https://www.transfermarkt.com/vedat-kapurtu/profil/spieler/34168,Vedat Kapurtu,"Jun 30, 1978                                                                    (44)",Goalkeeper,Retired,"Jul 1, 2018",free transfer,"Aug 7, 2017"
1666801448-237,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Sivasspor,https://www.transfermarkt.com/sivasspor/startseite/verein/2381/saison_id/2005,Akin Vardar,https://www.transfermarkt.com/akin-vardar/profil/spieler/33568,Akin Vardar,"Apr 2, 1978                                                                    (44)",Goalkeeper,Retired,"Feb 13, 2013",free transfer,"Sep 5, 2012"
1666801450-238,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1/plus/?saison_id=2005,Sivasspor,https://www.transfermarkt.com/sivasspor/startseite/verein/2381/saison_id/2005,Oguz Daglaroglu,https://www.transfermarkt.com/oguz-daglaroglu/profil/spieler/7090,Oguz Daglaroglu,"Aug 18, 1979                                                                    (43)",Goalkeeper,Retired,"Jul 1, 2016",free transfer,"Jan 5, 2016"
