web-scraper-order,web-scraper-start-url,teams,teams-href,playerprofile,playerprofile-href,playername,birthdate,position,retiredOrNot,retirementDate,lastTransferFee,lastTransferDate
1666711437-2595,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,MSV Duisburg,https://www.transfermarkt.com/msv-duisburg/startseite/verein/52/saison_id/2005,Mike Rietpietsch,https://www.transfermarkt.com/mike-rietpietsch/profil/spieler/635,Mike Rietpietsch,"Mar 26, 1974                                                                    (48)",Right Midfield,Retired,"Jul 1, 2012",-,"Apr 1, 2011"
1666711440-2596,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,MSV Duisburg,https://www.transfermarkt.com/msv-duisburg/startseite/verein/52/saison_id/2005,Markus Anfang,https://www.transfermarkt.com/markus-anfang/profil/spieler/1552,Markus Anfang,"Jun 12, 1974                                                                    (48)",Central Midfield,Retired,"Jul 1, 2010",free transfer,"Jan 10, 2009"
1666711443-2597,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,MSV Duisburg,https://www.transfermarkt.com/msv-duisburg/startseite/verein/52/saison_id/2005,Markus Hausweiler,https://www.transfermarkt.com/markus-hausweiler/profil/spieler/799,Markus Hausweiler,"Apr 15, 1976                                                                    (46)",Defensive Midfield,Retired,"Jul 1, 2007",free transfer,"Jul 1, 2005"
1666711446-2598,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,MSV Duisburg,https://www.transfermarkt.com/msv-duisburg/startseite/verein/52/saison_id/2005,Adam Bodzek,https://www.transfermarkt.com/adam-bodzek/profil/spieler/20778,"#13                    
                                            Adam Bodzek","Sep 7, 1985                                                                    (37)",Defensive Midfield,Düsseldorf II,"Jul 1, 2022",€250Th.,"Jan 1, 2011"
1666711451-2599,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,MSV Duisburg,https://www.transfermarkt.com/msv-duisburg/startseite/verein/52/saison_id/2005,Andreas Voss,https://www.transfermarkt.com/andreas-voss/profil/spieler/677,Andreas Voss,"Feb 27, 1979                                                                    (43)",Defensive Midfield,Retired,"Jul 1, 2014",-,"Jan 1, 2012"
1666711454-2600,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,MSV Duisburg,https://www.transfermarkt.com/msv-duisburg/startseite/verein/52/saison_id/2005,Ivica Grlic,https://www.transfermarkt.com/ivica-grlic/profil/spieler/40,Ivica Grlic,"Aug 6, 1975                                                                    (47)",Defensive Midfield,Retired,"Oct 1, 2011",free transfer,"Jul 1, 2004"
1666711457-2601,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,MSV Duisburg,https://www.transfermarkt.com/msv-duisburg/startseite/verein/52/saison_id/2005,Razundara Tjikuzu,https://www.transfermarkt.com/razundara-tjikuzu/profil/spieler/537,Razundara Tjikuzu,"Dec 12, 1979                                                                    (42)",Defensive Midfield,SK W'hoek,"Oct 1, 2015",-,"Jan 1, 2015"
1666711461-2602,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,MSV Duisburg,https://www.transfermarkt.com/msv-duisburg/startseite/verein/52/saison_id/2005,Mihai Tararache,https://www.transfermarkt.com/mihai-tararache/profil/spieler/2867,Mihai Tararache,"Oct 25, 1977                                                                    (45)",Defensive Midfield,Retired,"Nov 1, 2011",-,"Jul 1, 2011"
1666711465-2603,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,MSV Duisburg,https://www.transfermarkt.com/msv-duisburg/startseite/verein/52/saison_id/2005,Carsten Wolters,https://www.transfermarkt.com/carsten-wolters/profil/spieler/388,Carsten Wolters,"Jul 25, 1969                                                                    (53)",Right-Back,Retired,"Jul 1, 2015",-,"Jul 1, 2009"
1666711467-2604,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,MSV Duisburg,https://www.transfermarkt.com/msv-duisburg/startseite/verein/52/saison_id/2005,Tobias Willi,https://www.transfermarkt.com/tobias-willi/profil/spieler/423,Tobias Willi,"Dec 14, 1979                                                                    (42)",Right-Back,Retired,"Mar 31, 2010",free transfer,"Jul 1, 2005"
1666711470-2605,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,MSV Duisburg,https://www.transfermarkt.com/msv-duisburg/startseite/verein/52/saison_id/2005,Alexander Meyer,https://www.transfermarkt.com/alexander-meyer/profil/spieler/2296,Alexander Meyer,"Oct 19, 1983                                                                    (39)",Left-Back,Retired,Jülich,€150Th.,"Jul 1, 2007"
1666711473-2606,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,MSV Duisburg,https://www.transfermarkt.com/msv-duisburg/startseite/verein/52/saison_id/2005,Alexander Bugera,https://www.transfermarkt.com/alexander-bugera/profil/spieler/362,Alexander Bugera,"Aug 8, 1978                                                                    (44)",Left-Back,Retired,"Jul 1, 2015",-,"Jul 1, 2013"
1666711475-2607,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,MSV Duisburg,https://www.transfermarkt.com/msv-duisburg/startseite/verein/52/saison_id/2005,Oliver Rademacher,https://www.transfermarkt.com/oliver-rademacher/profil/spieler/31831,Oliver Rademacher,"Jan 6, 1987                                                                    (35)",Centre-Back,SV Heißen III,"Jul 1, 2019",free transfer,"Jul 1, 2016"
1666711478-2608,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,MSV Duisburg,https://www.transfermarkt.com/msv-duisburg/startseite/verein/52/saison_id/2005,Necat Aygün,https://www.transfermarkt.com/necat-aygun/profil/spieler/711,Necat Aygün,"Feb 26, 1980                                                                    (42)",Centre-Back,Retired,"Jul 1, 2014",-,"Jul 1, 2013"
1666711481-2609,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,MSV Duisburg,https://www.transfermarkt.com/msv-duisburg/startseite/verein/52/saison_id/2005,Marco Caligiuri,https://www.transfermarkt.com/marco-caligiuri/profil/spieler/6287,Marco Caligiuri,"Apr 14, 1984                                                                    (38)",Centre-Back,Retired,"Jul 1, 2020",free transfer,"Aug 22, 2014"
1666711484-2610,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,MSV Duisburg,https://www.transfermarkt.com/msv-duisburg/startseite/verein/52/saison_id/2005,Marino Biliskov,https://www.transfermarkt.com/marino-biliskov/profil/spieler/649,Marino Biliskov,"Mar 17, 1976                                                                    (46)",Centre-Back,Retired,"Jul 1, 2013",€200Th.,"Jan 19, 2011"
1666711487-2611,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,MSV Duisburg,https://www.transfermarkt.com/msv-duisburg/startseite/verein/52/saison_id/2005,Uwe Möhrle,https://www.transfermarkt.com/uwe-mohrle/profil/spieler/1563,Uwe Möhrle,"Dec 3, 1979                                                                    (42)",Centre-Back,Retired,Überlingen,€200Th.,"Jan 1, 2012"
1666711489-2612,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,MSV Duisburg,https://www.transfermarkt.com/msv-duisburg/startseite/verein/52/saison_id/2005,Thomas Baelum,https://www.transfermarkt.com/thomas-baelum/profil/spieler/15119,Thomas Baelum,"Jun 5, 1978                                                                    (44)",Centre-Back,Retired,,free transfer,"Jul 1, 2011"
1666711492-2613,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,MSV Duisburg,https://www.transfermarkt.com/msv-duisburg/startseite/verein/52/saison_id/2005,André Poggenborg,https://www.transfermarkt.com/andre-poggenborg/profil/spieler/2398,André Poggenborg,"Sep 17, 1983                                                                    (39)",Goalkeeper,Retired,"Jul 1, 2019",free transfer,"Jul 1, 2012"
1666711495-2614,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,MSV Duisburg,https://www.transfermarkt.com/msv-duisburg/startseite/verein/52/saison_id/2005,Sven Beuckert,https://www.transfermarkt.com/sven-beuckert/profil/spieler/1204,Sven Beuckert,"Dec 12, 1973                                                                    (48)",Goalkeeper,Retired,"Jul 1, 2009",free transfer,"Jul 1, 2003"
1666711498-2615,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,MSV Duisburg,https://www.transfermarkt.com/msv-duisburg/startseite/verein/52/saison_id/2005,Georg Koch,https://www.transfermarkt.com/georg-koch/profil/spieler/11,Georg Koch,"Feb 3, 1972                                                                    (50)",Goalkeeper,Retired,Bergisch Gladbach,-,"Sep 1, 2009"
1666711505-2616,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,Arminia Bielefeld,https://www.transfermarkt.com/arminia-bielefeld/startseite/verein/10/saison_id/2005,Radomir Djalovic,https://www.transfermarkt.com/radomir-djalovic/profil/spieler/28954,Radomir Djalovic,"Oct 29, 1982                                                                    (39)",,Retired,,free transfer,"Feb 14, 2020"
1666711507-2617,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,Arminia Bielefeld,https://www.transfermarkt.com/arminia-bielefeld/startseite/verein/10/saison_id/2005,Artur Wichniarek,https://www.transfermarkt.com/artur-wichniarek/profil/spieler/161,Artur Wichniarek,"Feb 28, 1977                                                                    (45)",Centre-Forward,Retired,"Jul 1, 2011",free transfer,"Jan 1, 2011"
1666711510-2618,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,Arminia Bielefeld,https://www.transfermarkt.com/arminia-bielefeld/startseite/verein/10/saison_id/2005,Marco Küntzel,https://www.transfermarkt.com/marco-kuntzel/profil/spieler/1145,Marco Küntzel,"Jan 22, 1976                                                                    (46)",Centre-Forward,Retired,Grabow,free transfer,"Jul 1, 2014"
1666711513-2619,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,Arminia Bielefeld,https://www.transfermarkt.com/arminia-bielefeld/startseite/verein/10/saison_id/2005,Sibusiso Zuma,https://www.transfermarkt.com/sibusiso-zuma/profil/spieler/14921,Sibusiso Zuma,"Jun 23, 1975                                                                    (47)",Centre-Forward,Retired,"Feb 18, 2015",-,"Jul 1, 2014"
1666711515-2620,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,Arminia Bielefeld,https://www.transfermarkt.com/arminia-bielefeld/startseite/verein/10/saison_id/2005,Isaac Boakye,https://www.transfermarkt.com/isaac-boakye/profil/spieler/9540,Isaac Boakye,"Nov 26, 1981                                                                    (40)",Centre-Forward,Retired,Kumasi,free transfer,"Sep 12, 2013"
1666711518-2621,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,Arminia Bielefeld,https://www.transfermarkt.com/arminia-bielefeld/startseite/verein/10/saison_id/2005,Julian Loose,https://www.transfermarkt.com/julian-loose/profil/spieler/20417,Julian Loose,"May 17, 1985                                                                    (37)",Right Winger,SC Greven 09,"Jan 15, 2017",free transfer,"Jul 1, 2014"
1666711520-2622,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,Arminia Bielefeld,https://www.transfermarkt.com/arminia-bielefeld/startseite/verein/10/saison_id/2005,Christian Wieczorek,https://www.transfermarkt.com/christian-wieczorek/profil/spieler/18908,Christian Wieczorek,"Dec 9, 1985                                                                    (36)",Attacking Midfield,Retired,Bielefeld,€25Th.,"Jul 1, 2006"
1666711523-2623,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,Arminia Bielefeld,https://www.transfermarkt.com/arminia-bielefeld/startseite/verein/10/saison_id/2005,Diego León,https://www.transfermarkt.com/diego-leon/profil/spieler/28490,Diego León,"Jan 16, 1984                                                                    (38)",Attacking Midfield,Retired,"Jul 1, 2017",free transfer,"Aug 1, 2016"
1666711526-2624,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,Arminia Bielefeld,https://www.transfermarkt.com/arminia-bielefeld/startseite/verein/10/saison_id/2005,Fatmir Vata,https://www.transfermarkt.com/fatmir-vata/profil/spieler/822,Fatmir Vata,"Sep 19, 1971                                                                    (51)",Attacking Midfield,Retired,"Jul 1, 2014",-,"Oct 26, 2013"
1666711529-2625,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,Arminia Bielefeld,https://www.transfermarkt.com/arminia-bielefeld/startseite/verein/10/saison_id/2005,Nebojsa Krupnikovic,https://www.transfermarkt.com/nebojsa-krupnikovic/profil/spieler/906,Nebojsa Krupnikovic,"Aug 15, 1973                                                                    (49)",Attacking Midfield,Retired,"Jul 1, 2008",-,"Jan 1, 2007"
1666711532-2626,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,Arminia Bielefeld,https://www.transfermarkt.com/arminia-bielefeld/startseite/verein/10/saison_id/2005,Ioannis Masmanidis,https://www.transfermarkt.com/ioannis-masmanidis/profil/spieler/2280,Ioannis Masmanidis,"Mar 9, 1983                                                                    (39)",Attacking Midfield,Retired,Leverkusen,free transfer,"Jan 1, 2016"
1666711534-2627,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,Arminia Bielefeld,https://www.transfermarkt.com/arminia-bielefeld/startseite/verein/10/saison_id/2005,Roberto Pinto,https://www.transfermarkt.com/roberto-pinto/profil/spieler/606,Roberto Pinto,"Aug 22, 1978                                                                    (44)",Right Midfield,Retired,"Jul 1, 2014",-,"Jan 26, 2013"
1666711537-2628,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,Arminia Bielefeld,https://www.transfermarkt.com/arminia-bielefeld/startseite/verein/10/saison_id/2005,Kamil Vacek,https://www.transfermarkt.com/kamil-vacek/profil/spieler/35645,"#7                    
                                            Kamil Vacek","May 18, 1987                                                                    (35)",Central Midfield,Pardubice,"Jan 26, 2022",free transfer,"Jul 1, 2019"
1666711540-2629,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,Arminia Bielefeld,https://www.transfermarkt.com/arminia-bielefeld/startseite/verein/10/saison_id/2005,Tim Danneberg,https://www.transfermarkt.com/tim-danneberg/profil/spieler/27710,Tim Danneberg,"Apr 23, 1986                                                                    (36)",Central Midfield,Retired,Minden,free transfer,"Jul 1, 2017"
1666711543-2630,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,Arminia Bielefeld,https://www.transfermarkt.com/arminia-bielefeld/startseite/verein/10/saison_id/2005,Massimilian Porcello,https://www.transfermarkt.com/massimilian-porcello/profil/spieler/714,Massimilian Porcello,"Jun 23, 1980                                                                    (42)",Central Midfield,Retired,"Jul 1, 2013",free transfer,"Jul 1, 2011"
1666711546-2631,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,Arminia Bielefeld,https://www.transfermarkt.com/arminia-bielefeld/startseite/verein/10/saison_id/2005,David Kobylik,https://www.transfermarkt.com/david-kobylik/profil/spieler/12543,David Kobylik,"Jun 27, 1981                                                                    (41)",Central Midfield,Retired,"Jul 1, 2015",?,"Jan 1, 2015"
1666711549-2632,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,Arminia Bielefeld,https://www.transfermarkt.com/arminia-bielefeld/startseite/verein/10/saison_id/2005,Detlev Dammeier,https://www.transfermarkt.com/detlev-dammeier/profil/spieler/652,Detlev Dammeier,N/A                                                                    (54),Defensive Midfield,Retired,"Jul 1, 2006",€230Th.,"Jul 1, 2000"
1666711552-2633,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,Arminia Bielefeld,https://www.transfermarkt.com/arminia-bielefeld/startseite/verein/10/saison_id/2005,Oliver Zech,https://www.transfermarkt.com/oliver-zech/profil/spieler/37448,"#13                    
                                            Oliver Zech","Jan 31, 1987                                                                    (35)",Defensive Midfield,SC Wiedenbrück,"Aug 24, 2012",free transfer,"Jan 1, 2012"
1666711555-2634,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,Arminia Bielefeld,https://www.transfermarkt.com/arminia-bielefeld/startseite/verein/10/saison_id/2005,Heiner Backhaus,https://www.transfermarkt.com/heiner-backhaus/profil/spieler/1334,Heiner Backhaus,"Feb 4, 1982                                                                    (40)",Defensive Midfield,Retired,Witten,-,"Jul 1, 2013"
1666711558-2635,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,Arminia Bielefeld,https://www.transfermarkt.com/arminia-bielefeld/startseite/verein/10/saison_id/2005,Vanco Trajanov,https://www.transfermarkt.com/vanco-trajanov/profil/spieler/18599,"#5                    
                                            Vanco Trajanov","Aug 9, 1978                                                                    (44)",Defensive Midfield,Atletik Kuklen,"Feb 1, 2022",-,"Jun 30, 2018"
1666711560-2636,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,Arminia Bielefeld,https://www.transfermarkt.com/arminia-bielefeld/startseite/verein/10/saison_id/2005,Rüdiger Kauf,https://www.transfermarkt.com/rudiger-kauf/profil/spieler/603,Rüdiger Kauf,"Mar 1, 1975                                                                    (47)",Defensive Midfield,Retired,"Jul 1, 2011",€300Th.,"Jul 1, 2001"
1666711563-2637,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,Arminia Bielefeld,https://www.transfermarkt.com/arminia-bielefeld/startseite/verein/10/saison_id/2005,Christian Schwegler,https://www.transfermarkt.com/christian-schwegler/profil/spieler/4931,Christian Schwegler,"Jun 6, 1984                                                                    (38)",Right-Back,Retired,"Jul 1, 2021",free transfer,"Jul 1, 2017"
1666711566-2638,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,Arminia Bielefeld,https://www.transfermarkt.com/arminia-bielefeld/startseite/verein/10/saison_id/2005,Bernd Korzynietz,https://www.transfermarkt.com/bernd-korzynietz/profil/spieler/788,Bernd Korzynietz,"Sep 8, 1979                                                                    (43)",Right-Back,Retired,"Jul 1, 2010",free transfer,"Jan 1, 2009"
1666711569-2639,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,Arminia Bielefeld,https://www.transfermarkt.com/arminia-bielefeld/startseite/verein/10/saison_id/2005,Tobias Rau,https://www.transfermarkt.com/tobias-rau/profil/spieler/1261,Tobias Rau,"Dec 31, 1981                                                                    (40)",Left-Back,Retired,Braunschweig,-,"Jul 1, 2016"
1666711572-2640,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,Arminia Bielefeld,https://www.transfermarkt.com/arminia-bielefeld/startseite/verein/10/saison_id/2005,Markus Schuler,https://www.transfermarkt.com/markus-schuler/profil/spieler/1068,Markus Schuler,"Aug 1, 1977                                                                    (45)",Left-Back,Retired,"Jun 30, 2018",-,"Sep 10, 2017"
1666711574-2641,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,Arminia Bielefeld,https://www.transfermarkt.com/arminia-bielefeld/startseite/verein/10/saison_id/2005,Radim Kucera,https://www.transfermarkt.com/radim-kucera/profil/spieler/24675,Radim Kucera,"Mar 1, 1974                                                                    (48)",Centre-Back,Retired,"Jul 1, 2012",free transfer,"Jul 1, 2010"
1666711577-2642,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,Arminia Bielefeld,https://www.transfermarkt.com/arminia-bielefeld/startseite/verein/10/saison_id/2005,Petr Gabriel,https://www.transfermarkt.com/petr-gabriel/profil/spieler/5,Petr Gabriel,"May 17, 1973                                                                    (49)",Centre-Back,Retired,Prag,free transfer,"Jul 1, 2008"
1666711579-2643,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,Arminia Bielefeld,https://www.transfermarkt.com/arminia-bielefeld/startseite/verein/10/saison_id/2005,Márcio Borges,https://www.transfermarkt.com/marcio-borges/profil/spieler/142,Márcio Borges,"Jan 20, 1973                                                                    (49)",Centre-Back,Retired,"Sep 1, 2007",€100Th.,"Jul 1, 1999"
1666711583-2644,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,Arminia Bielefeld,https://www.transfermarkt.com/arminia-bielefeld/startseite/verein/10/saison_id/2005,Michael Fink,https://www.transfermarkt.com/michael-fink/profil/spieler/5059,"#13                    
                                            Michael Fink","Feb 1, 1982                                                                    (40)",Centre-Back,FC Gießen,"Jan 1, 2021",free transfer,"Jul 1, 2019"
1666711585-2645,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,Arminia Bielefeld,https://www.transfermarkt.com/arminia-bielefeld/startseite/verein/10/saison_id/2005,Heiko Westermann,https://www.transfermarkt.com/heiko-westermann/profil/spieler/1726,Heiko Westermann,"Aug 14, 1983                                                                    (39)",Centre-Back,Retired,"Apr 28, 2018",free transfer,"Jul 3, 2017"
1666711588-2646,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,Arminia Bielefeld,https://www.transfermarkt.com/arminia-bielefeld/startseite/verein/10/saison_id/2005,Pascal Formann,https://www.transfermarkt.com/pascal-formann/profil/spieler/3962,Pascal Formann,"Nov 16, 1982                                                                    (39)",Goalkeeper,Retired,Werne,free transfer,"Jul 1, 2009"
1666711591-2647,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,Arminia Bielefeld,https://www.transfermarkt.com/arminia-bielefeld/startseite/verein/10/saison_id/2005,Dennis Eilhoff,https://www.transfermarkt.com/dennis-eilhoff/profil/spieler/696,Dennis Eilhoff,"Jul 31, 1982                                                                    (40)",Goalkeeper,Retired,"Jul 1, 2012",free transfer,"Jul 1, 2011"
1666711593-2648,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,Arminia Bielefeld,https://www.transfermarkt.com/arminia-bielefeld/startseite/verein/10/saison_id/2005,Mathias Hain,https://www.transfermarkt.com/mathias-hain/profil/spieler/695,Mathias Hain,"Dec 31, 1972                                                                    (49)",Goalkeeper,Retired,"Jul 1, 2011",free transfer,"Jul 1, 2008"
1666711600-2649,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,1.FC Kaiserslautern,https://www.transfermarkt.com/1-fc-kaiserslautern/startseite/verein/2/saison_id/2005,Marcel Ziemer,https://www.transfermarkt.com/marcel-ziemer/profil/spieler/18296,Marcel Ziemer,N/A                                                                    (37),Centre-Forward,Retired,,-,"Jul 1, 2018"
1666711603-2650,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1/plus/?saison_id=2005,1.FC Kaiserslautern,https://www.transfermarkt.com/1-fc-kaiserslautern/startseite/verein/2/saison_id/2005,Carsten Jancker,https://www.transfermarkt.com/carsten-jancker/profil/spieler/202,Carsten Jancker,"Aug 28, 1974                                                                    (48)",Centre-Forward,Retired,"Jul 1, 2010",free transfer,"Jan 1, 2007"
