web-scraper-order,web-scraper-start-url,teams,teams-href,playerprofile,playerprofile-href,playername,birthdate,position,retiredOrNot,retirementDate,lastTransferFee,lastTransferDate
1666631061-1867,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1/plus/?saison_id=2005,Wigan Athletic,https://www.transfermarkt.com/wigan-athletic/startseite/verein/1071/saison_id/2005,David Connolly,https://www.transfermarkt.com/david-connolly/profil/spieler/9051,David Connolly,"Jun 6, 1977                                                                    (45)",attack,Retired,,free transfer,"Jan 15, 2015"
1666631067-1871,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1/plus/?saison_id=2005,Wigan Athletic,https://www.transfermarkt.com/wigan-athletic/startseite/verein/1071/saison_id/2005,Alan Mahon,https://www.transfermarkt.com/alan-mahon/profil/spieler/3483,Alan Mahon,"Apr 4, 1978                                                                    (44)",Left Midfield,Retired,"Aug 1, 2011",-,"Jul 1, 2011"
1666631071-1873,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1/plus/?saison_id=2005,Wigan Athletic,https://www.transfermarkt.com/wigan-athletic/startseite/verein/1071/saison_id/2005,David Thompson,https://www.transfermarkt.com/david-thompson/profil/spieler/4127,David Thompson,"Sep 12, 1977                                                                    (45)",Right Midfield,Retired,,free transfer,"Jan 31, 2007"
1666631076-1876,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1/plus/?saison_id=2005,Wigan Athletic,https://www.transfermarkt.com/wigan-athletic/startseite/verein/1071/saison_id/2005,Andreas Johansson,https://www.transfermarkt.com/andreas-johansson/profil/spieler/15209,Andreas Johansson,"Jul 5, 1978                                                                    (44)",Central Midfield,Retired,"Jan 1, 2015",free transfer,"Jan 1, 2013"
1666631080-1879,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1/plus/?saison_id=2005,Wigan Athletic,https://www.transfermarkt.com/wigan-athletic/startseite/verein/1071/saison_id/2005,Graham Kavanagh,https://www.transfermarkt.com/graham-kavanagh/profil/spieler/12712,Graham Kavanagh,"Dec 2, 1973                                                                    (48)",Central Midfield,Retired,"Jul 1, 2012",free transfer,"Oct 1, 2008"
1666631086-1881,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1/plus/?saison_id=2005,Wigan Athletic,https://www.transfermarkt.com/wigan-athletic/startseite/verein/1071/saison_id/2005,Damien Francis,https://www.transfermarkt.com/damien-francis/profil/spieler/11671,Damien Francis,"Feb 27, 1979                                                                    (43)",Central Midfield,Retired,"Oct 1, 2008",€2.25m,"Jul 1, 2006"
1666631091-1884,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1/plus/?saison_id=2005,Wigan Athletic,https://www.transfermarkt.com/wigan-athletic/startseite/verein/1071/saison_id/2005,Josip Skoko,https://www.transfermarkt.com/josip-skoko/profil/spieler/7266,Josip Skoko,"Dec 10, 1975                                                                    (46)",Central Midfield,Retired,"Jul 1, 2011",free transfer,"Jul 1, 2010"
1666631096-1887,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1/plus/?saison_id=2005,Wigan Athletic,https://www.transfermarkt.com/wigan-athletic/startseite/verein/1071/saison_id/2005,Jimmy Bullard,https://www.transfermarkt.com/jimmy-bullard/profil/spieler/13510,Jimmy Bullard,"Oct 23, 1978                                                                    (44)",Central Midfield,Retired,"Oct 1, 2012",free transfer,"Aug 28, 2012"
1666631102-1890,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1/plus/?saison_id=2005,Wigan Athletic,https://www.transfermarkt.com/wigan-athletic/startseite/verein/1071/saison_id/2005,Luke Joyce,https://www.transfermarkt.com/luke-joyce/profil/spieler/33786,Luke Joyce,"Jul 9, 1987                                                                    (35)",Defensive Midfield,Radcliffe,"Jul 1, 2022",free transfer,"Jul 1, 2021"
1666631108-1893,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1/plus/?saison_id=2005,Wigan Athletic,https://www.transfermarkt.com/wigan-athletic/startseite/verein/1071/saison_id/2005,David Wright,https://www.transfermarkt.com/david-wright/profil/spieler/14165,David Wright,"May 1, 1980                                                                    (42)",Defensive Midfield,Retired,"Nov 26, 2014",free transfer,"Jan 25, 2013"
1666631114-1897,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1/plus/?saison_id=2005,Wigan Athletic,https://www.transfermarkt.com/wigan-athletic/startseite/verein/1071/saison_id/2005,Paul Scharner,https://www.transfermarkt.com/paul-scharner/profil/spieler/2953,Paul Scharner,"Mar 11, 1980                                                                    (42)",Defensive Midfield,Retired,"Jul 1, 2019",-,"Jan 25, 2019"
1666631120-1900,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1/plus/?saison_id=2005,Wigan Athletic,https://www.transfermarkt.com/wigan-athletic/startseite/verein/1071/saison_id/2005,Kevin Lee,https://www.transfermarkt.com/kevin-lee/profil/spieler/33787,Kevin Lee,"Nov 4, 1985                                                                    (36)",Right-Back,Retired,Liverpool,free transfer,"Jul 1, 2006"
1666631125-1903,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1/plus/?saison_id=2005,Wigan Athletic,https://www.transfermarkt.com/wigan-athletic/startseite/verein/1071/saison_id/2005,Matt Jackson,https://www.transfermarkt.com/matt-jackson/profil/spieler/13519,Matt Jackson,"Oct 19, 1971                                                                    (51)",Right-Back,Retired,"Aug 1, 2008",End of loan,"Nov 1, 2007"
1666631132-1907,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1/plus/?saison_id=2005,Wigan Athletic,https://www.transfermarkt.com/wigan-athletic/startseite/verein/1071/saison_id/2005,Ryan Taylor,https://www.transfermarkt.com/ryan-taylor/profil/spieler/33785,Ryan Taylor,"Aug 19, 1984                                                                    (38)",Right-Back,Without Club,,free transfer,"Jan 11, 2022"
1666631137-1909,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1/plus/?saison_id=2005,Wigan Athletic,https://www.transfermarkt.com/wigan-athletic/startseite/verein/1071/saison_id/2005,Steve McMillan,https://www.transfermarkt.com/steve-mcmillan/profil/spieler/13530,Steve McMillan,"Jan 19, 1976                                                                    (46)",Left-Back,Retired,"Mar 1, 2007",€800Th.,"Jul 1, 2002"
1666631142-1912,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1/plus/?saison_id=2005,Wigan Athletic,https://www.transfermarkt.com/wigan-athletic/startseite/verein/1071/saison_id/2005,Leighton Baines,https://www.transfermarkt.com/leighton-baines/profil/spieler/13507,Leighton Baines,"Dec 11, 1984                                                                    (37)",Left-Back,Retired,"Jul 27, 2020",€7.50m,"Aug 7, 2007"
1666631147-1915,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1/plus/?saison_id=2005,Wigan Athletic,https://www.transfermarkt.com/wigan-athletic/startseite/verein/1071/saison_id/2005,Lee McCulloch,https://www.transfermarkt.com/lee-mcculloch/profil/spieler/11360,Lee McCulloch,"May 14, 1978                                                                    (44)",Centre-Back,Retired,"Jul 1, 2016",free transfer,"Jul 13, 2015"
1666631152-1917,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1/plus/?saison_id=2005,Wigan Athletic,https://www.transfermarkt.com/wigan-athletic/startseite/verein/1071/saison_id/2005,Émerson Thome,https://www.transfermarkt.com/emerson-thome/profil/spieler/3643,Émerson Thome,"Mar 30, 1972                                                                    (50)",Centre-Back,Retired,,?,"Feb 7, 2006"
1666631159-1922,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1/plus/?saison_id=2005,Wigan Athletic,https://www.transfermarkt.com/wigan-athletic/startseite/verein/1071/saison_id/2005,Reto Ziegler,https://www.transfermarkt.com/reto-ziegler/profil/spieler/9915,"#3                    
                                            Reto Ziegler","Jan 16, 1986                                                                    (36)",Centre-Back,FC Lugano,"Feb 25, 2021",-,"Jan 1, 2021"
1666631164-1924,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1/plus/?saison_id=2005,Wigan Athletic,https://www.transfermarkt.com/wigan-athletic/startseite/verein/1071/saison_id/2005,Arjan de Zeeuw,https://www.transfermarkt.com/arjan-de-zeeuw/profil/spieler/5909,Arjan de Zeeuw,"Apr 16, 1970                                                                    (52)",Centre-Back,Retired,"Jul 1, 2009",free transfer,"Jul 1, 2008"
1666631169-1927,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1/plus/?saison_id=2005,Wigan Athletic,https://www.transfermarkt.com/wigan-athletic/startseite/verein/1071/saison_id/2005,Stéphane Henchoz,https://www.transfermarkt.com/stephane-henchoz/profil/spieler/3210,Stéphane Henchoz,"Sep 7, 1974                                                                    (48)",Centre-Back,Retired,"Jul 1, 2008",-,"Sep 9, 2006"
1666631175-1931,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1/plus/?saison_id=2005,Wigan Athletic,https://www.transfermarkt.com/wigan-athletic/startseite/verein/1071/saison_id/2005,Pascal Chimbonda,https://www.transfermarkt.com/pascal-chimbonda/profil/spieler/18875,Pascal Chimbonda,"Feb 21, 1979                                                                    (43)",Centre-Back,Durham City,"Oct 18, 2020",-,"Dec 31, 2018"
1666631179-1932,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1/plus/?saison_id=2005,Wigan Athletic,https://www.transfermarkt.com/wigan-athletic/startseite/verein/1071/saison_id/2005,Joey Waterhouse,https://www.transfermarkt.com/joey-waterhouse/profil/spieler/775965,Joey Waterhouse,"Sep 5, 1987                                                                    (35)",,Retired,,,
1666631184-1935,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1/plus/?saison_id=2005,Wigan Athletic,https://www.transfermarkt.com/wigan-athletic/startseite/verein/1071/saison_id/2005,Gary Walsh,https://www.transfermarkt.com/gary-walsh/profil/spieler/13547,Gary Walsh,"Mar 21, 1968                                                                    (54)",Goalkeeper,Retired,"Jul 1, 2006",free transfer,"Jul 1, 2003"
1666631189-1938,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1/plus/?saison_id=2005,Wigan Athletic,https://www.transfermarkt.com/wigan-athletic/startseite/verein/1071/saison_id/2005,Mike Pollitt,https://www.transfermarkt.com/mike-pollitt/profil/spieler/32217,Mike Pollitt,"Feb 29, 1972                                                                    (50)",Goalkeeper,Retired,"Jul 1, 2014",End of loan,"Sep 24, 2013"
1666631198-1942,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1/plus/?saison_id=2005,Wigan Athletic,https://www.transfermarkt.com/wigan-athletic/startseite/verein/1071/saison_id/2005,John Filan,https://www.transfermarkt.com/john-filan/profil/spieler/13516,John Filan,"Feb 8, 1970                                                                    (52)",Goalkeeper,Retired,"Jul 1, 2007",End of loan,"Nov 1, 2006"
1666631216-1950,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1/plus/?saison_id=2005,Bolton Wanderers,https://www.transfermarkt.com/bolton-wanderers/startseite/verein/355/saison_id/2005,Bédi Buval,https://www.transfermarkt.com/bedi-buval/profil/spieler/39932,Bédi Buval,"Jun 16, 1986                                                                    (36)",Centre-Forward,Retired,,free transfer,"Jul 12, 2017"
1666631222-1951,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1/plus/?saison_id=2005,Bolton Wanderers,https://www.transfermarkt.com/bolton-wanderers/startseite/verein/355/saison_id/2005,Matt Jansen,https://www.transfermarkt.com/matt-jansen/profil/spieler/10502,Matt Jansen,"Oct 20, 1977                                                                    (45)",Centre-Forward,Retired,"Jul 1, 2014",free transfer,"Jul 1, 2010"
1666631227-1955,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1/plus/?saison_id=2005,Bolton Wanderers,https://www.transfermarkt.com/bolton-wanderers/startseite/verein/355/saison_id/2005,Henrik Pedersen,https://www.transfermarkt.com/henrik-pedersen/profil/spieler/3947,Henrik Pedersen,"Jun 10, 1975                                                                    (47)",Centre-Forward,Retired,"Jan 1, 2013",free transfer,"Jul 1, 2008"
1666631232-1958,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1/plus/?saison_id=2005,Bolton Wanderers,https://www.transfermarkt.com/bolton-wanderers/startseite/verein/355/saison_id/2005,Jared Borgetti,https://www.transfermarkt.com/jared-borgetti/profil/spieler/29573,Jared Borgetti,"Aug 14, 1973                                                                    (49)",Centre-Forward,Retired,"Jan 1, 2011",free transfer,"Jul 1, 2010"
1666631237-1960,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1/plus/?saison_id=2005,Bolton Wanderers,https://www.transfermarkt.com/bolton-wanderers/startseite/verein/355/saison_id/2005,Kevin Davies,https://www.transfermarkt.com/kevin-davies/profil/spieler/4114,Kevin Davies,"Mar 26, 1977                                                                    (45)",Centre-Forward,Retired,"Jul 1, 2015",free transfer,"Jul 10, 2013"
1666631242-1963,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1/plus/?saison_id=2005,Bolton Wanderers,https://www.transfermarkt.com/bolton-wanderers/startseite/verein/355/saison_id/2005,El-Hadji Diouf,https://www.transfermarkt.com/el-hadji-diouf/profil/spieler/3604,El-Hadji Diouf,"Jan 15, 1981                                                                    (41)",Centre-Forward,Retired,"Jan 1, 2016",-,"Nov 11, 2014"
1666631248-1965,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1/plus/?saison_id=2005,Bolton Wanderers,https://www.transfermarkt.com/bolton-wanderers/startseite/verein/355/saison_id/2005,Ricardo Vaz Tê,https://www.transfermarkt.com/ricardo-vaz-te/profil/spieler/9413,Ricardo Vaz Tê,"Oct 1, 1986                                                                    (36)",Right Winger,Without Club,,free transfer,"Jan 27, 2020"
