web-scraper-order,web-scraper-start-url,teams,teams-href,playerprofile,playerprofile-href,playername,birthdate,position,retiredOrNot,retirementDate,lastTransferFee,lastTransferDate
1666709106-1846,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Treviso FBC 1993,https://www.transfermarkt.com/acd-treviso/startseite/verein/2251/saison_id/2005,Emanuele Filippini,https://www.transfermarkt.com/emanuele-filippini/profil/spieler/5871,Emanuele Filippini,"Jul 3, 1973                                                                    (49)",Central Midfield,Retired,"Jul 1, 2009",?,"Jul 1, 2007"
1666709109-1847,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Treviso FBC 1993,https://www.transfermarkt.com/acd-treviso/startseite/verein/2251/saison_id/2005,Walter Baseggio,https://www.transfermarkt.com/walter-baseggio/profil/spieler/9590,Walter Baseggio,"Aug 19, 1978                                                                    (44)",Central Midfield,Retired,"Jul 1, 2013",?,"Jul 4, 2012"
1666709111-1848,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Treviso FBC 1993,https://www.transfermarkt.com/acd-treviso/startseite/verein/2251/saison_id/2005,Divine Fonjock,https://www.transfermarkt.com/divine-fonjock/profil/spieler/23356,Divine Fonjock,"Jan 16, 1987                                                                    (35)",Defensive Midfield,Savona,"Oct 5, 2021",-,"Jul 1, 2021"
1666709113-1849,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Treviso FBC 1993,https://www.transfermarkt.com/acd-treviso/startseite/verein/2251/saison_id/2005,Fabio Gallo,https://www.transfermarkt.com/fabio-gallo/profil/spieler/23358,Fabio Gallo,"Sep 11, 1970                                                                    (52)",Defensive Midfield,Retired,"Jul 1, 2009",?,"Jul 1, 2007"
1666709116-1850,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Treviso FBC 1993,https://www.transfermarkt.com/acd-treviso/startseite/verein/2251/saison_id/2005,Fabio Roselli,https://www.transfermarkt.com/fabio-roselli/profil/spieler/29567,Fabio Roselli,"Apr 12, 1983                                                                    (39)",Defensive Midfield,Mezzolara,"Dec 14, 2018",free transfer,"Jul 24, 2018"
1666709118-1851,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Treviso FBC 1993,https://www.transfermarkt.com/acd-treviso/startseite/verein/2251/saison_id/2005,Riccardo Gissi,https://www.transfermarkt.com/riccardo-gissi/profil/spieler/28867,Riccardo Gissi,"Mar 20, 1980                                                                    (42)",Defensive Midfield,Retired,"Jul 1, 2016",free transfer,"Aug 18, 2015"
1666709120-1852,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Treviso FBC 1993,https://www.transfermarkt.com/acd-treviso/startseite/verein/2251/saison_id/2005,Raffaele De Martino,https://www.transfermarkt.com/raffaele-de-martino/profil/spieler/17222,Raffaele De Martino,"Apr 8, 1986                                                                    (36)",Defensive Midfield,Pontinia,"Oct 1, 2019",-,"Jul 1, 2019"
1666709123-1853,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Treviso FBC 1993,https://www.transfermarkt.com/acd-treviso/startseite/verein/2251/saison_id/2005,Gianni Guigou,https://www.transfermarkt.com/gianni-guigou/profil/spieler/5954,Gianni Guigou,"Feb 22, 1975                                                                    (47)",Defensive Midfield,Retired,,?,"Jul 1, 2010"
1666709126-1854,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Treviso FBC 1993,https://www.transfermarkt.com/acd-treviso/startseite/verein/2251/saison_id/2005,Francesco Parravicini,https://www.transfermarkt.com/francesco-parravicini/profil/spieler/23364,Francesco Parravicini,"Jan 31, 1982                                                                    (40)",Defensive Midfield,Retired,"Jul 1, 2015",?,"Aug 31, 2012"
1666709128-1855,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Treviso FBC 1993,https://www.transfermarkt.com/acd-treviso/startseite/verein/2251/saison_id/2005,Siumar,https://www.transfermarkt.com/siumar/profil/spieler/566579,Siumar,"Jun 7, 1983                                                                    (39)",midfield,Retired,,free transfer,"Jul 1, 2008"
1666709130-1856,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Treviso FBC 1993,https://www.transfermarkt.com/acd-treviso/startseite/verein/2251/saison_id/2005,Francesco Galeoto,https://www.transfermarkt.com/francesco-galeoto/profil/spieler/23357,Francesco Galeoto,"Mar 17, 1972                                                                    (50)",Right-Back,Retired,"Jul 1, 2013",free transfer,"Sep 23, 2011"
1666709133-1857,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Treviso FBC 1993,https://www.transfermarkt.com/acd-treviso/startseite/verein/2251/saison_id/2005,Christian Maggio,https://www.transfermarkt.com/christian-maggio/profil/spieler/21151,Christian Maggio,"Feb 11, 1982                                                                    (40)",Right-Back,Retired,"Jul 1, 2022",-,"Feb 21, 2022"
1666709135-1858,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Treviso FBC 1993,https://www.transfermarkt.com/acd-treviso/startseite/verein/2251/saison_id/2005,Fabio Di Venanzio,https://www.transfermarkt.com/fabio-di-venanzio/profil/spieler/22107,Fabio Di Venanzio,"Aug 22, 1974                                                                    (48)",Left-Back,Retired,,?,"Jul 1, 2009"
1666709137-1859,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Treviso FBC 1993,https://www.transfermarkt.com/acd-treviso/startseite/verein/2251/saison_id/2005,Marco Martin,https://www.transfermarkt.com/marco-martin/profil/spieler/82835,"#3                    
                                            Marco Martin","Dec 25, 1987                                                                    (34)",Left-Back,Montebelluna,"Feb 6, 2020",-,"Jul 1, 2019"
1666709140-1860,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Treviso FBC 1993,https://www.transfermarkt.com/acd-treviso/startseite/verein/2251/saison_id/2005,Anderson,https://www.transfermarkt.com/anderson/profil/spieler/34335,Anderson,"Apr 1, 1983                                                                    (39)",Left-Back,Retired,"Jul 1, 2011",-,"Jul 1, 2010"
1666709143-1861,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Treviso FBC 1993,https://www.transfermarkt.com/acd-treviso/startseite/verein/2251/saison_id/2005,Alberto Giuliatto,https://www.transfermarkt.com/alberto-giuliatto/profil/spieler/35707,Alberto Giuliatto,"Sep 17, 1983                                                                    (39)",Left-Back,Retired,"Jul 1, 2015",End of loan,"Jun 30, 2015"
1666709145-1862,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Treviso FBC 1993,https://www.transfermarkt.com/acd-treviso/startseite/verein/2251/saison_id/2005,Iacopo La Rocca,https://www.transfermarkt.com/iacopo-la-rocca/profil/spieler/23360,Iacopo La Rocca,"Feb 17, 1984                                                                    (38)",Centre-Back,Retired,"Dec 1, 2019",-,"Jul 1, 2019"
1666709148-1863,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Treviso FBC 1993,https://www.transfermarkt.com/acd-treviso/startseite/verein/2251/saison_id/2005,Marco Mallus,https://www.transfermarkt.com/marco-mallus/profil/spieler/32094,Marco Mallus,"Jan 24, 1982                                                                    (40)",Centre-Back,Monterubbianese,"Jul 12, 2021",free transfer,"Jul 22, 2020"
1666709150-1864,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Treviso FBC 1993,https://www.transfermarkt.com/acd-treviso/startseite/verein/2251/saison_id/2005,Stefano Lorenzi,https://www.transfermarkt.com/stefano-lorenzi/profil/spieler/5914,Stefano Lorenzi,"Jan 18, 1977                                                                    (45)",Centre-Back,Retired,"Jul 17, 2012",?,"Jul 1, 2010"
1666709152-1865,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Treviso FBC 1993,https://www.transfermarkt.com/acd-treviso/startseite/verein/2251/saison_id/2005,Marco Zaninelli,https://www.transfermarkt.com/marco-zaninelli/profil/spieler/28875,Marco Zaninelli,"Apr 25, 1977                                                                    (45)",Centre-Back,Retired,"Jul 1, 2012",free transfer,"Sep 1, 2010"
1666709157-1866,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Treviso FBC 1993,https://www.transfermarkt.com/acd-treviso/startseite/verein/2251/saison_id/2005,Gustavo Lazzaretti,https://www.transfermarkt.com/gustavo-lazzaretti/profil/spieler/33333,Gustavo Lazzaretti,"Mar 9, 1984                                                                    (38)",Centre-Back,Retired,,?,"Jan 1, 2017"
1666709159-1867,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Treviso FBC 1993,https://www.transfermarkt.com/acd-treviso/startseite/verein/2251/saison_id/2005,Marcello Cottafava,https://www.transfermarkt.com/marcello-cottafava/profil/spieler/23351,Marcello Cottafava,"Sep 8, 1977                                                                    (45)",Centre-Back,Retired,,?,"Jan 14, 2015"
1666709161-1868,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Treviso FBC 1993,https://www.transfermarkt.com/acd-treviso/startseite/verein/2251/saison_id/2005,Carlos Valdez,https://www.transfermarkt.com/carlos-valdez/profil/spieler/35709,"#23                    
                                            Carlos Valdez","May 2, 1983                                                                    (39)",Centre-Back,Boston River,"Jan 30, 2017",?,"Feb 1, 2011"
1666709164-1869,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Treviso FBC 1993,https://www.transfermarkt.com/acd-treviso/startseite/verein/2251/saison_id/2005,William Viali,https://www.transfermarkt.com/william-viali/profil/spieler/6082,William Viali,"Nov 16, 1974                                                                    (47)",Centre-Back,Retired,"Jul 1, 2010",?,"Jan 7, 2008"
1666709167-1870,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Treviso FBC 1993,https://www.transfermarkt.com/acd-treviso/startseite/verein/2251/saison_id/2005,Paolo Dellafiore,https://www.transfermarkt.com/paolo-dellafiore/profil/spieler/28935,Paolo Dellafiore,"Feb 2, 1985                                                                    (37)",Centre-Back,Without Club,"Jul 1, 2022",-,"Oct 2, 2021"
1666709170-1871,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Treviso FBC 1993,https://www.transfermarkt.com/acd-treviso/startseite/verein/2251/saison_id/2005,Federico Ziliotto,https://www.transfermarkt.com/federico-ziliotto/profil/spieler/574143,Federico Ziliotto,"Feb 25, 1987                                                                    (35)",,Unknown,,?,"Jul 1, 2008"
1666709172-1872,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Treviso FBC 1993,https://www.transfermarkt.com/acd-treviso/startseite/verein/2251/saison_id/2005,Daniele Lorenzini,https://www.transfermarkt.com/daniele-lorenzini/profil/spieler/23252,Daniele Lorenzini,"Nov 20, 1980                                                                    (41)",Goalkeeper,Without Club,,free transfer,"Jul 1, 2008"
1666709174-1873,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Treviso FBC 1993,https://www.transfermarkt.com/acd-treviso/startseite/verein/2251/saison_id/2005,Alberto Frison,https://www.transfermarkt.com/alberto-frison/profil/spieler/44832,Alberto Frison,"Jan 22, 1988                                                                    (34)",Goalkeeper,Without Club,"Jul 1, 2019",-,"Feb 8, 2018"
1666709176-1874,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Treviso FBC 1993,https://www.transfermarkt.com/acd-treviso/startseite/verein/2251/saison_id/2005,Davide Zomer,https://www.transfermarkt.com/davide-zomer/profil/spieler/21874,Davide Zomer,"Oct 21, 1977                                                                    (45)",Goalkeeper,Retired,"Jul 1, 2016",free transfer,"Jul 1, 2015"
1666709180-1875,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Treviso FBC 1993,https://www.transfermarkt.com/acd-treviso/startseite/verein/2251/saison_id/2005,Samir Handanovic,https://www.transfermarkt.com/samir-handanovic/profil/spieler/28021,"#1                    
                                            Samir Handanovic","Jul 14, 1984                                                                    (38)",Goalkeeper,Inter,"Jul 9, 2012",End of loan,"Jun 30, 2007"
1666709183-1876,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Treviso FBC 1993,https://www.transfermarkt.com/acd-treviso/startseite/verein/2251/saison_id/2005,Adriano Zancopè,https://www.transfermarkt.com/adriano-zancope/profil/spieler/6035,Adriano Zancopè,"Nov 9, 1971                                                                    (50)",Goalkeeper,Retired,"Jul 1, 2008",?,"Aug 1, 2006"
1666709186-1877,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Treviso FBC 1993,https://www.transfermarkt.com/acd-treviso/startseite/verein/2251/saison_id/2005,Matteo Sereni,https://www.transfermarkt.com/matteo-sereni/profil/spieler/5964,Matteo Sereni,"Feb 11, 1975                                                                    (47)",Goalkeeper,Retired,,?,"Jul 1, 2010"
1666709195-1878,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Ascoli Calcio 1898,https://www.transfermarkt.com/ascoli-calcio/startseite/verein/408/saison_id/2005,Schumacher,https://www.transfermarkt.com/schumacher/profil/spieler/44662,Schumacher,"Aug 31, 1986                                                                    (36)",Centre-Forward,Botafogo,"Jun 22, 2022",End of loan,"Dec 31, 2022"
1666709198-1879,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Ascoli Calcio 1898,https://www.transfermarkt.com/ascoli-calcio/startseite/verein/408/saison_id/2005,Paul Ramirez,https://www.transfermarkt.com/paul-ramirez/profil/spieler/84665,Paul Ramirez,"Jul 30, 1986",Centre-Forward,,,?,"Jan 1, 2009"
1666709200-1880,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Ascoli Calcio 1898,https://www.transfermarkt.com/ascoli-calcio/startseite/verein/408/saison_id/2005,Emanuele Ferraro,https://www.transfermarkt.com/emanuele-ferraro/profil/spieler/83140,Emanuele Ferraro,"Sep 8, 1978                                                                    (44)",Centre-Forward,Retired,"Jul 1, 2013",-,"Dec 1, 2011"
1666709202-1881,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Ascoli Calcio 1898,https://www.transfermarkt.com/ascoli-calcio/startseite/verein/408/saison_id/2005,Marco Ascenzi,https://www.transfermarkt.com/marco-ascenzi/profil/spieler/22308,Marco Ascenzi,"Oct 26, 1981                                                                    (40)",Centre-Forward,Retired,,-,"Feb 22, 2020"
1666709205-1882,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Ascoli Calcio 1898,https://www.transfermarkt.com/ascoli-calcio/startseite/verein/408/saison_id/2005,Marco Ferrante,https://www.transfermarkt.com/marco-ferrante/profil/spieler/21883,Marco Ferrante,"Feb 4, 1971                                                                    (51)",Centre-Forward,Retired,"Jan 1, 2009",free transfer,"Jul 1, 2007"
1666709209-1883,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Ascoli Calcio 1898,https://www.transfermarkt.com/ascoli-calcio/startseite/verein/408/saison_id/2005,Corrado Colombo,https://www.transfermarkt.com/corrado-colombo/profil/spieler/21231,Corrado Colombo,"Aug 3, 1979                                                                    (43)",Centre-Forward,Retired,,free transfer,"Jul 1, 2018"
1666709213-1884,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Ascoli Calcio 1898,https://www.transfermarkt.com/ascoli-calcio/startseite/verein/408/saison_id/2005,Fabio Quagliarella,https://www.transfermarkt.com/fabio-quagliarella/profil/spieler/22328,"#27                    
                                            Fabio Quagliarella","Jan 31, 1983                                                                    (39)",Centre-Forward,Sampdoria,"Jul 1, 2016",End of loan,"Jun 30, 2016"
1666709216-1885,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Ascoli Calcio 1898,https://www.transfermarkt.com/ascoli-calcio/startseite/verein/408/saison_id/2005,Sasa Bjelanovic,https://www.transfermarkt.com/sasa-bjelanovic/profil/spieler/22187,Sasa Bjelanovic,"Jun 11, 1979                                                                    (43)",Centre-Forward,Retired,,free transfer,"Jan 5, 2015"
1666709218-1886,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Ascoli Calcio 1898,https://www.transfermarkt.com/ascoli-calcio/startseite/verein/408/saison_id/2005,Igor Budan,https://www.transfermarkt.com/igor-budan/profil/spieler/19437,Igor Budan,"Apr 22, 1980                                                                    (42)",Centre-Forward,Retired,,End of loan,"Jun 30, 2013"
1666709221-1887,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Ascoli Calcio 1898,https://www.transfermarkt.com/ascoli-calcio/startseite/verein/408/saison_id/2005,Giampietro Perrulli,https://www.transfermarkt.com/giampietro-perrulli/profil/spieler/39985,Giampietro Perrulli,"Jun 8, 1985                                                                    (37)",Left Winger,Retired,,-,"Sep 2, 2019"
1666709223-1888,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Ascoli Calcio 1898,https://www.transfermarkt.com/ascoli-calcio/startseite/verein/408/saison_id/2005,Vincenzo Patrick Guglielmelli,https://www.transfermarkt.com/vincenzo-patrick-guglielmelli/profil/spieler/342757,Vincenzo Patrick Guglielmelli,"May 15, 1987                                                                    (35)",,Unknown,,?,"Jan 1, 2010"
1666709226-1889,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Ascoli Calcio 1898,https://www.transfermarkt.com/ascoli-calcio/startseite/verein/408/saison_id/2005,Federico Giampaolo,https://www.transfermarkt.com/federico-giampaolo/profil/spieler/22273,Federico Giampaolo,"Mar 3, 1970                                                                    (52)",Attacking Midfield,Retired,"Feb 1, 2010",?,"Jul 1, 2009"
1666709228-1890,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Ascoli Calcio 1898,https://www.transfermarkt.com/ascoli-calcio/startseite/verein/408/saison_id/2005,Nicola Zanini,https://www.transfermarkt.com/nicola-zanini/profil/spieler/22218,Nicola Zanini,"Mar 26, 1974                                                                    (48)",Attacking Midfield,Retired,,?,"Jul 1, 2009"
1666709231-1891,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Ascoli Calcio 1898,https://www.transfermarkt.com/ascoli-calcio/startseite/verein/408/saison_id/2005,Luca Belingheri,https://www.transfermarkt.com/luca-belingheri/profil/spieler/28818,Luca Belingheri,"Apr 6, 1983                                                                    (39)",Attacking Midfield,Retired,,-,"Jan 31, 2020"
1666709233-1892,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Ascoli Calcio 1898,https://www.transfermarkt.com/ascoli-calcio/startseite/verein/408/saison_id/2005,Pasquale Foggia,https://www.transfermarkt.com/pasquale-foggia/profil/spieler/17175,Pasquale Foggia,"Jun 3, 1983                                                                    (39)",Attacking Midfield,Retired,,free transfer,"Aug 15, 2013"
1666709235-1893,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Ascoli Calcio 1898,https://www.transfermarkt.com/ascoli-calcio/startseite/verein/408/saison_id/2005,Alfredo Cariello,https://www.transfermarkt.com/alfredo-cariello/profil/spieler/16981,Alfredo Cariello,"Sep 10, 1979                                                                    (43)",Left Midfield,Retired,"Jul 1, 2017",free transfer,"Jul 1, 2016"
1666709238-1894,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1/plus/?saison_id=2005,Ascoli Calcio 1898,https://www.transfermarkt.com/ascoli-calcio/startseite/verein/408/saison_id/2005,Domenico Giampà,https://www.transfermarkt.com/domenico-giampa/profil/spieler/19124,Domenico Giampà,"Feb 15, 1977                                                                    (45)",Right Midfield,Retired,,free transfer,"Jul 1, 2016"
