web-scraper-order,web-scraper-start-url,teams,teams-href,playerprofile,playerprofile-href,playername,birthdate,position,retiredOrNot,retirementDate,lastTransferFee,lastTransferDate
1666702161-914,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,Heracles Almelo,https://www.transfermarkt.com/heracles-almelo/startseite/verein/1304/saison_id/2005,Remon de Vries,https://www.transfermarkt.com/remon-de-vries/profil/spieler/21486,Remon de Vries,"Jul 6, 1979                                                                    (43)",midfield,Retired,"Jul 1, 2015",-,"Jul 1, 2014"
1666702165-915,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,Heracles Almelo,https://www.transfermarkt.com/heracles-almelo/startseite/verein/1304/saison_id/2005,Mark Looms,https://www.transfermarkt.com/mark-looms/profil/spieler/19249,Mark Looms,"Mar 24, 1981                                                                    (41)",Left-Back,Retired,"Dec 1, 2013",free transfer,"Jul 1, 2012"
1666702168-916,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,Heracles Almelo,https://www.transfermarkt.com/heracles-almelo/startseite/verein/1304/saison_id/2005,Ragnar Klavan,https://www.transfermarkt.com/ragnar-klavan/profil/spieler/26669,"#15                    
                                            Ragnar Klavan","Oct 30, 1985                                                                    (36)",Centre-Back,Paide,"Jul 1, 2021",€1.52m,"Aug 17, 2018"
1666702175-917,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,Heracles Almelo,https://www.transfermarkt.com/heracles-almelo/startseite/verein/1304/saison_id/2005,Marnix Smit,https://www.transfermarkt.com/marnix-smit/profil/spieler/21527,Marnix Smit,"Dec 10, 1975                                                                    (46)",Centre-Back,Retired,"Jul 1, 2012",free transfer,"Jul 1, 2009"
1666702177-918,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,Heracles Almelo,https://www.transfermarkt.com/heracles-almelo/startseite/verein/1304/saison_id/2005,Nico-Jan Hoogma,https://www.transfermarkt.com/nico-jan-hoogma/profil/spieler/311,Nico-Jan Hoogma,"Oct 26, 1968                                                                    (53)",Centre-Back,Retired,,free transfer,"Jul 1, 2004"
1666702180-919,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,Heracles Almelo,https://www.transfermarkt.com/heracles-almelo/startseite/verein/1304/saison_id/2005,Jan Wuytens,https://www.transfermarkt.com/jan-wuytens/profil/spieler/28815,Jan Wuytens,"Jun 9, 1985                                                                    (37)",Centre-Back,Retired,"Jul 1, 2018",-,"Jul 1, 2017"
1666702185-920,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,Heracles Almelo,https://www.transfermarkt.com/heracles-almelo/startseite/verein/1304/saison_id/2005,Peter Reekers,https://www.transfermarkt.com/peter-reekers/profil/spieler/21518,Peter Reekers,"Jun 2, 1981                                                                    (41)",Centre-Back,Retired,,free transfer,"Feb 1, 2013"
1666702188-921,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,Heracles Almelo,https://www.transfermarkt.com/heracles-almelo/startseite/verein/1304/saison_id/2005,Rudy Jansen,https://www.transfermarkt.com/rudy-jansen/profil/spieler/21499,Rudy Jansen,"Jan 2, 1979                                                                    (43)",Centre-Back,Retired,"Jul 1, 2013",free transfer,"Jul 1, 2011"
1666702190-922,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,Heracles Almelo,https://www.transfermarkt.com/heracles-almelo/startseite/verein/1304/saison_id/2005,Sergio Hellings,https://www.transfermarkt.com/sergio-hellings/profil/spieler/9595,Sergio Hellings,"Oct 11, 1984                                                                    (38)",Defender,Retired,,free transfer,"Jul 1, 2009"
1666702193-923,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,Heracles Almelo,https://www.transfermarkt.com/heracles-almelo/startseite/verein/1304/saison_id/2005,Chris Wijnterp,https://www.transfermarkt.com/chris-wijnterp/profil/spieler/31814,Chris Wijnterp,"May 22, 1985                                                                    (37)",Goalkeeper,Retired,"Jul 1, 2014",free transfer,"Jul 1, 2011"
1666702196-924,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,Heracles Almelo,https://www.transfermarkt.com/heracles-almelo/startseite/verein/1304/saison_id/2005,Brian van Loo,https://www.transfermarkt.com/brian-van-loo/profil/spieler/19301,Brian van Loo,"Apr 2, 1975                                                                    (47)",Goalkeeper,Retired,"Jul 1, 2013",free transfer,"Jul 1, 2012"
1666702199-925,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,Heracles Almelo,https://www.transfermarkt.com/heracles-almelo/startseite/verein/1304/saison_id/2005,Martin Pieckenhagen,https://www.transfermarkt.com/martin-pieckenhagen/profil/spieler/246,Martin Pieckenhagen,"Nov 15, 1971                                                                    (50)",Goalkeeper,Retired,"Jul 1, 2011",free transfer,"Aug 1, 2010"
1666702206-926,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,RBC Roosendaal,https://www.transfermarkt.com/rbc-roosendaal/startseite/verein/1227/saison_id/2005,Fouad Makhout,https://www.transfermarkt.com/fouad-makhout/profil/spieler/21396,Fouad Makhout,"Jun 23, 1985                                                                    (37)",Centre-Forward,Retired,"Dec 1, 2015",?,"Jul 1, 2013"
1666702208-927,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,RBC Roosendaal,https://www.transfermarkt.com/rbc-roosendaal/startseite/verein/1227/saison_id/2005,Henk Vos,https://www.transfermarkt.com/henk-vos/profil/spieler/4670,Henk Vos,"Jun 5, 1968                                                                    (54)",Centre-Forward,Retired,,free transfer,"Jul 1, 2010"
1666702211-928,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,RBC Roosendaal,https://www.transfermarkt.com/rbc-roosendaal/startseite/verein/1227/saison_id/2005,Donny de Groot,https://www.transfermarkt.com/donny-de-groot/profil/spieler/6400,Donny de Groot,"Aug 16, 1979                                                                    (43)",Centre-Forward,Retired,,free transfer,"Sep 1, 2014"
1666702213-929,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,RBC Roosendaal,https://www.transfermarkt.com/rbc-roosendaal/startseite/verein/1227/saison_id/2005,Ali Elkhattabi,https://www.transfermarkt.com/ali-elkhattabi/profil/spieler/4554,Ali Elkhattabi,"Jan 17, 1977                                                                    (45)",Centre-Forward,Retired,,?,"Jul 1, 2005"
1666702217-930,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,RBC Roosendaal,https://www.transfermarkt.com/rbc-roosendaal/startseite/verein/1227/saison_id/2005,Paul Kpaka,https://www.transfermarkt.com/paul-kpaka/profil/spieler/13322,Paul Kpaka,"Aug 7, 1981                                                                    (41)",Centre-Forward,Retired,,-,"Sep 1, 2010"
1666702221-931,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,RBC Roosendaal,https://www.transfermarkt.com/rbc-roosendaal/startseite/verein/1227/saison_id/2005,Richie Basoski,https://www.transfermarkt.com/richie-basoski/profil/spieler/34113,Richie Basoski,"Apr 10, 1987                                                                    (35)",,Retired,,free transfer,"Jul 1, 2020"
1666702225-932,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,RBC Roosendaal,https://www.transfermarkt.com/rbc-roosendaal/startseite/verein/1227/saison_id/2005,Edgar Marcelino,https://www.transfermarkt.com/edgar-marcelino/profil/spieler/22556,Edgar Marcelino,"Sep 10, 1984                                                                    (38)",Right Winger,Without Club,,free transfer,"Jul 1, 2021"
1666702228-933,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,RBC Roosendaal,https://www.transfermarkt.com/rbc-roosendaal/startseite/verein/1227/saison_id/2005,Nyron Wau,https://www.transfermarkt.com/nyron-wau/profil/spieler/29932,Nyron Wau,"Nov 24, 1982                                                                    (39)",Right Winger,Retired,,free transfer,"Jul 1, 2010"
1666702232-934,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,RBC Roosendaal,https://www.transfermarkt.com/rbc-roosendaal/startseite/verein/1227/saison_id/2005,Ebou Sillah,https://www.transfermarkt.com/ebou-sillah/profil/spieler/12089,Ebou Sillah,"Apr 12, 1980                                                                    (42)",Left Winger,Retired,,free transfer,"Jul 1, 2012"
1666702235-935,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,RBC Roosendaal,https://www.transfermarkt.com/rbc-roosendaal/startseite/verein/1227/saison_id/2005,Danny Guijt,https://www.transfermarkt.com/danny-guijt/profil/spieler/18001,Danny Guijt,"Feb 7, 1981                                                                    (41)",Attacking Midfield,Katwijk B,"Jul 1, 2016",free transfer,"Jul 1, 2013"
1666702239-936,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,RBC Roosendaal,https://www.transfermarkt.com/rbc-roosendaal/startseite/verein/1227/saison_id/2005,Tim Smolders,https://www.transfermarkt.com/tim-smolders/profil/spieler/9665,Tim Smolders,"Aug 26, 1980                                                                    (42)",Central Midfield,Retired,"Jul 1, 2018",free transfer,"Aug 27, 2015"
1666702242-937,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,RBC Roosendaal,https://www.transfermarkt.com/rbc-roosendaal/startseite/verein/1227/saison_id/2005,Paul de Lange,https://www.transfermarkt.com/paul-de-lange/profil/spieler/6416,Paul de Lange,"Feb 4, 1981                                                                    (41)",Defensive Midfield,Retired,,free transfer,"Jul 1, 2013"
1666702247-938,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,RBC Roosendaal,https://www.transfermarkt.com/rbc-roosendaal/startseite/verein/1227/saison_id/2005,Jorge Acuña,https://www.transfermarkt.com/jorge-acuna/profil/spieler/4702,Jorge Acuña,"Jul 31, 1978                                                                    (44)",Defensive Midfield,Retired,,-,"Jul 1, 2017"
1666702249-939,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,RBC Roosendaal,https://www.transfermarkt.com/rbc-roosendaal/startseite/verein/1227/saison_id/2005,Tyrone Loran,https://www.transfermarkt.com/tyrone-loran/profil/spieler/10379,Tyrone Loran,"Jun 29, 1981                                                                    (41)",Right-Back,Retired,-,?,"Jan 1, 2011"
1666702253-940,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,RBC Roosendaal,https://www.transfermarkt.com/rbc-roosendaal/startseite/verein/1227/saison_id/2005,Frits Paap,https://www.transfermarkt.com/frits-paap/profil/spieler/33825,Frits Paap,"Oct 4, 1986                                                                    (36)",Right-Back,Unknown,"Jul 1, 2017",free transfer,"Jul 1, 2015"
1666702257-941,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,RBC Roosendaal,https://www.transfermarkt.com/rbc-roosendaal/startseite/verein/1227/saison_id/2005,Sidney Lammens,https://www.transfermarkt.com/sidney-lammens/profil/spieler/12083,Sidney Lammens,"Jun 14, 1977                                                                    (45)",Right-Back,Retired,"Jul 1, 2011",free transfer,"Jul 1, 2010"
1666702259-942,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,RBC Roosendaal,https://www.transfermarkt.com/rbc-roosendaal/startseite/verein/1227/saison_id/2005,Björn Daelemans,https://www.transfermarkt.com/bjorn-daelemans/profil/spieler/4667,Björn Daelemans,"Dec 11, 1977                                                                    (44)",Right-Back,Retired,"Jul 1, 2011",?,"Jul 1, 2010"
1666702262-943,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,RBC Roosendaal,https://www.transfermarkt.com/rbc-roosendaal/startseite/verein/1227/saison_id/2005,Nuelson Wau,https://www.transfermarkt.com/nuelson-wau/profil/spieler/4567,Nuelson Wau,"Dec 17, 1980                                                                    (41)",Right-Back,Retired,"Jul 1, 2014",?,"Jul 1, 2013"
1666702264-944,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,RBC Roosendaal,https://www.transfermarkt.com/rbc-roosendaal/startseite/verein/1227/saison_id/2005,Melvin Fleur,https://www.transfermarkt.com/melvin-fleur/profil/spieler/4661,Melvin Fleur,"Feb 18, 1982                                                                    (40)",Left-Back,Retired,"Jul 1, 2010",free transfer,"Jul 1, 2009"
1666702272-945,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,RBC Roosendaal,https://www.transfermarkt.com/rbc-roosendaal/startseite/verein/1227/saison_id/2005,Akram Roumani,https://www.transfermarkt.com/akram-roumani/profil/spieler/13358,Akram Roumani,"Apr 1, 1978                                                                    (44)",Left-Back,Retired,-,?,"Jul 1, 2007"
1666702279-946,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,RBC Roosendaal,https://www.transfermarkt.com/rbc-roosendaal/startseite/verein/1227/saison_id/2005,Arjan Ebbinge,https://www.transfermarkt.com/arjan-ebbinge/profil/spieler/4393,Arjan Ebbinge,"Dec 6, 1974                                                                    (47)",Centre-Back,Retired,,free transfer,"Jul 1, 2009"
1666702293-947,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,RBC Roosendaal,https://www.transfermarkt.com/rbc-roosendaal/startseite/verein/1227/saison_id/2005,Robert Molenaar,https://www.transfermarkt.com/robert-molenaar/profil/spieler/6249,Robert Molenaar,"Feb 27, 1969                                                                    (53)",Centre-Back,Retired,"Jul 1, 2007",free transfer,"Jul 1, 2003"
1666702302-948,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,RBC Roosendaal,https://www.transfermarkt.com/rbc-roosendaal/startseite/verein/1227/saison_id/2005,José Fortes Rodriguez,https://www.transfermarkt.com/jose-fortes-rodriguez/profil/spieler/4540,José Fortes Rodriguez,"Mar 13, 1972                                                                    (50)",Centre-Back,Retired,"Jul 1, 2006",free transfer,"Jan 1, 2005"
1666702306-949,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,RBC Roosendaal,https://www.transfermarkt.com/rbc-roosendaal/startseite/verein/1227/saison_id/2005,Adem Yaran,https://www.transfermarkt.com/adem-yaran/profil/spieler/34117,Adem Yaran,"Jan 27, 1985                                                                    (37)",Defender,Unknown,"Jul 1, 2006",free transfer,"Jul 1, 2006"
1666702308-950,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,RBC Roosendaal,https://www.transfermarkt.com/rbc-roosendaal/startseite/verein/1227/saison_id/2005,Pauwie Otto,https://www.transfermarkt.com/pauwie-otto/profil/spieler/34115,Pauwie Otto,"Aug 27, 1986                                                                    (36)",,Unknown,"Jul 1, 2007",?,"Jan 1, 2007"
1666702314-951,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,RBC Roosendaal,https://www.transfermarkt.com/rbc-roosendaal/startseite/verein/1227/saison_id/2005,Rodney Ubbergen,https://www.transfermarkt.com/rodney-ubbergen/profil/spieler/34383,Rodney Ubbergen,"Apr 6, 1986                                                                    (36)",Goalkeeper,Without Club,,-,"Dec 13, 2016"
1666702317-952,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,RBC Roosendaal,https://www.transfermarkt.com/rbc-roosendaal/startseite/verein/1227/saison_id/2005,Erwin Friebel,https://www.transfermarkt.com/erwin-friebel/profil/spieler/4653,Erwin Friebel,"Mar 27, 1983                                                                    (39)",Goalkeeper,Retired,"Jul 1, 2016",free transfer,"Jul 1, 2015"
1666702320-953,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,RBC Roosendaal,https://www.transfermarkt.com/rbc-roosendaal/startseite/verein/1227/saison_id/2005,Mark Volders,https://www.transfermarkt.com/mark-volders/profil/spieler/20759,Mark Volders,"Apr 13, 1977                                                                    (45)",Goalkeeper,Retired,"Jul 1, 2012",-,"Jul 1, 2010"
1666702330-954,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,Sparta Rotterdam,https://www.transfermarkt.com/sparta-rotterdam/startseite/verein/468/saison_id/2005,Marvin Emnes,https://www.transfermarkt.com/marvin-emnes/profil/spieler/37787,Marvin Emnes,"May 27, 1988                                                                    (34)",Centre-Forward,Without Club,"Jul 1, 2021",-,"Mar 30, 2021"
1666702332-955,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,Sparta Rotterdam,https://www.transfermarkt.com/sparta-rotterdam/startseite/verein/468/saison_id/2005,Ivan Tsvetkov,https://www.transfermarkt.com/ivan-tsvetkov/profil/spieler/7302,Ivan Tsvetkov,"Aug 31, 1979                                                                    (43)",Centre-Forward,Retired,"Jul 1, 2017",-,"Jan 19, 2017"
1666702335-956,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,Sparta Rotterdam,https://www.transfermarkt.com/sparta-rotterdam/startseite/verein/468/saison_id/2005,Dieter Van Tornhout,https://www.transfermarkt.com/dieter-van-tornhout/profil/spieler/16089,Dieter Van Tornhout,"Mar 18, 1985                                                                    (37)",Centre-Forward,SK Berlare,"Jul 25, 2019",-,"Jan 10, 2017"
1666702338-957,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,Sparta Rotterdam,https://www.transfermarkt.com/sparta-rotterdam/startseite/verein/468/saison_id/2005,Marvin Wijks,https://www.transfermarkt.com/marvin-wijks/profil/spieler/37668,Marvin Wijks,"May 11, 1984                                                                    (38)",Right Winger,Retired,,free transfer,"Jul 1, 2017"
1666702342-958,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,Sparta Rotterdam,https://www.transfermarkt.com/sparta-rotterdam/startseite/verein/468/saison_id/2005,Istvan Bakx,https://www.transfermarkt.com/istvan-bakx/profil/spieler/35454,Istvan Bakx,"Jan 20, 1986                                                                    (36)",Attacking Midfield,Retired,"Jul 1, 2022",free transfer,"Sep 19, 2020"
1666702346-959,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,Sparta Rotterdam,https://www.transfermarkt.com/sparta-rotterdam/startseite/verein/468/saison_id/2005,Jason Oost,https://www.transfermarkt.com/jason-oost/profil/spieler/4510,Jason Oost,"Oct 10, 1982                                                                    (40)",Attacking Midfield,Retired,"Jul 1, 2017",free transfer,"Jul 18, 2016"
1666702348-960,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,Sparta Rotterdam,https://www.transfermarkt.com/sparta-rotterdam/startseite/verein/468/saison_id/2005,Yuri Rose,https://www.transfermarkt.com/yuri-rose/profil/spieler/18014,Yuri Rose,"May 8, 1979                                                                    (43)",Attacking Midfield,Retired,,free transfer,"Jul 1, 2013"
1666702352-961,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,Sparta Rotterdam,https://www.transfermarkt.com/sparta-rotterdam/startseite/verein/468/saison_id/2005,Ricky van den Bergh,https://www.transfermarkt.com/ricky-van-den-bergh/profil/spieler/19328,Ricky van den Bergh,"Nov 17, 1980                                                                    (41)",Attacking Midfield,Retired,,-,"Jul 1, 2013"
1666702355-962,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,Sparta Rotterdam,https://www.transfermarkt.com/sparta-rotterdam/startseite/verein/468/saison_id/2005,Rachid Bouaouzan,https://www.transfermarkt.com/rachid-bouaouzan/profil/spieler/21567,Rachid Bouaouzan,"Feb 20, 1984                                                                    (38)",Left Midfield,Unknown,,free transfer,"Jul 1, 2015"
1666702357-963,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,Sparta Rotterdam,https://www.transfermarkt.com/sparta-rotterdam/startseite/verein/468/saison_id/2005,Christophe Kinet,https://www.transfermarkt.com/christophe-kinet/profil/spieler/17889,Christophe Kinet,"Dec 31, 1974                                                                    (47)",Left Midfield,Retired,,?,"Jan 9, 2006"
1666702359-964,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,Sparta Rotterdam,https://www.transfermarkt.com/sparta-rotterdam/startseite/verein/468/saison_id/2005,Edwin van Bueren,https://www.transfermarkt.com/edwin-van-bueren/profil/spieler/21579,Edwin van Bueren,"Apr 4, 1980                                                                    (42)",Central Midfield,Retired,"Jul 1, 2015",free transfer,"Jul 1, 2012"
1666702362-965,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,Sparta Rotterdam,https://www.transfermarkt.com/sparta-rotterdam/startseite/verein/468/saison_id/2005,Jan Michels,https://www.transfermarkt.com/jan-michels/profil/spieler/18008,Jan Michels,"Sep 8, 1970                                                                    (52)",,Retired,"Jul 1, 2010",free transfer,"Jul 1, 2008"
1666702364-966,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,Sparta Rotterdam,https://www.transfermarkt.com/sparta-rotterdam/startseite/verein/468/saison_id/2005,Nathan Rutjes,https://www.transfermarkt.com/nathan-rutjes/profil/spieler/38125,Nathan Rutjes,"Dec 1, 1983                                                                    (38)",Defensive Midfield,Retired,"Jul 1, 2019",free transfer,"Aug 7, 2018"
1666702390-967,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,Sparta Rotterdam,https://www.transfermarkt.com/sparta-rotterdam/startseite/verein/468/saison_id/2005,Sani Kaita,https://www.transfermarkt.com/sani-kaita/profil/spieler/34183,Sani Kaita,"May 2, 1986                                                                    (36)",Defensive Midfield,Retired,,free transfer,"Jan 1, 2017"
1666702395-968,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,Sparta Rotterdam,https://www.transfermarkt.com/sparta-rotterdam/startseite/verein/468/saison_id/2005,Anthony Obodai,https://www.transfermarkt.com/anthony-obodai/profil/spieler/5016,Anthony Obodai,"Aug 6, 1982                                                                    (40)",Defensive Midfield,Retired,"Jan 1, 2016",free transfer,"Jan 7, 2015"
1666702400-969,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1/plus/?saison_id=2005,Sparta Rotterdam,https://www.transfermarkt.com/sparta-rotterdam/startseite/verein/468/saison_id/2005,Joshua Brard,https://www.transfermarkt.com/joshua-brard/profil/spieler/131520,Joshua Brard,"May 14, 1986                                                                    (36)",,Retired,,free transfer,"Jul 1, 2013"
