web-scraper-order,web-scraper-start-url,teams,teams-href,playerProfile,playerProfile-href,playername,birthdate,position,retiredOrNot,retirementDate,lastTransferFee,lastTransferDate
1666630881-1774,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Ionikos Nikeas,https://www.transfermarkt.com/ionikos-nikeas/startseite/verein/553/saison_id/2005,Georgios Vourexakis,https://www.transfermarkt.com/georgios-vourexakis/profil/spieler/24815,Georgios Vourexakis,"Apr 1, 1977                                                                    (45)",Defensive Midfield,Retired,"Jul 1, 2012",free transfer,"Jan 1, 2011"
1666630886-1776,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Ionikos Nikeas,https://www.transfermarkt.com/ionikos-nikeas/startseite/verein/553/saison_id/2005,Giannis Kalyvopoulos,https://www.transfermarkt.com/giannis-kalyvopoulos/profil/spieler/434054,Giannis Kalyvopoulos,"Jul 17, 1986                                                                    (36)",,Unknown,-,,
1666630891-1779,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Ionikos Nikeas,https://www.transfermarkt.com/ionikos-nikeas/startseite/verein/553/saison_id/2005,Georgios Efthymiou,https://www.transfermarkt.com/georgios-efthymiou/profil/spieler/213503,Georgios Efthymiou,"Nov 24, 1980                                                                    (41)",,Retired,"Jul 1, 2015",free transfer,"Jul 1, 2013"
1666630897-1782,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Ionikos Nikeas,https://www.transfermarkt.com/ionikos-nikeas/startseite/verein/553/saison_id/2005,Georgios Melabianakis,https://www.transfermarkt.com/georgios-melabianakis/profil/spieler/24807,Georgios Melabianakis,"Jan 26, 1981                                                                    (41)",Left-Back,Unknown,Ionikos Nikeas,free transfer,"Jul 20, 2012"
1666630902-1785,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Ionikos Nikeas,https://www.transfermarkt.com/ionikos-nikeas/startseite/verein/553/saison_id/2005,Vangelis Ikonomou,https://www.transfermarkt.com/vangelis-ikonomou/profil/spieler/33031,Vangelis Ikonomou,"Jul 18, 1987                                                                    (35)",Centre-Back,Without Club,Panionios,free transfer,"Jan 1, 2021"
1666630907-1788,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Ionikos Nikeas,https://www.transfermarkt.com/ionikos-nikeas/startseite/verein/553/saison_id/2005,King,https://www.transfermarkt.com/king/profil/spieler/16181,King,"Jul 1, 1970                                                                    (52)",Centre-Back,Retired,Ionikos Nikeas,free transfer,"Jul 1, 2008"
1666630912-1791,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Ionikos Nikeas,https://www.transfermarkt.com/ionikos-nikeas/startseite/verein/553/saison_id/2005,Juan Pajuelo,https://www.transfermarkt.com/juan-pajuelo/profil/spieler/34321,Juan Pajuelo,"Sep 23, 1974                                                                    (48)",Centre-Back,Retired,"Jan 1, 2012",?,"Aug 1, 2010"
1666630918-1794,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Ionikos Nikeas,https://www.transfermarkt.com/ionikos-nikeas/startseite/verein/553/saison_id/2005,Sokratis Ofrydopoulos,https://www.transfermarkt.com/sokratis-ofrydopoulos/profil/spieler/16189,Sokratis Ofrydopoulos,"Oct 26, 1973                                                                    (48)",Centre-Back,Retired,Ionikos Nikeas,free transfer,"Jan 1, 2007"
1666630923-1797,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Ionikos Nikeas,https://www.transfermarkt.com/ionikos-nikeas/startseite/verein/553/saison_id/2005,Georgios Poulopoulos,https://www.transfermarkt.com/georgios-poulopoulos/profil/spieler/14545,Georgios Poulopoulos,"Jun 28, 1975                                                                    (47)",Centre-Back,Retired,"Jul 1, 2012",free transfer,"Jan 1, 2012"
1666630928-1800,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Ionikos Nikeas,https://www.transfermarkt.com/ionikos-nikeas/startseite/verein/553/saison_id/2005,Georgios Sapounas,https://www.transfermarkt.com/georgios-sapounas/profil/spieler/433917,Georgios Sapounas,"Feb 15, 1985                                                                    (37)",Goalkeeper,Retired,Ionikos Nikeas,free transfer,"Jul 1, 2010"
1666630934-1803,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Ionikos Nikeas,https://www.transfermarkt.com/ionikos-nikeas/startseite/verein/553/saison_id/2005,Stelios Chlachlas,https://www.transfermarkt.com/stelios-chlachlas/profil/spieler/34368,Stelios Chlachlas,"Feb 13, 1987                                                                    (35)",Goalkeeper,Retired,"Jul 1, 2010",free transfer,"Jan 1, 2009"
1666630940-1804,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Ionikos Nikeas,https://www.transfermarkt.com/ionikos-nikeas/startseite/verein/553/saison_id/2005,Georgios Kantimiris,https://www.transfermarkt.com/georgios-kantimiris/profil/spieler/16186,Georgios Kantimiris,"Sep 19, 1982                                                                    (40)",Goalkeeper,Without Club,PAE Veria,free transfer,"Jul 26, 2017"
1666630944-1807,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Ionikos Nikeas,https://www.transfermarkt.com/ionikos-nikeas/startseite/verein/553/saison_id/2005,Arjan Beqaj,https://www.transfermarkt.com/arjan-beqaj/profil/spieler/16299,Arjan Beqaj,"Aug 25, 1975                                                                    (47)",Goalkeeper,Retired,OFI Crete FC,free transfer,"Jan 1, 2011"
1666630956-1812,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,GS Kallithea,https://www.transfermarkt.com/gs-kallithea/startseite/verein/3062/saison_id/2005,Branko Radovanovic,https://www.transfermarkt.com/branko-radovanovic/profil/spieler/37819,Branko Radovanovic,"Feb 18, 1981                                                                    (41)",Centre-Forward,Retired,"Jul 1, 2009",free transfer,"Jul 1, 2007"
1666630961-1815,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,GS Kallithea,https://www.transfermarkt.com/gs-kallithea/startseite/verein/3062/saison_id/2005,Athanasios Tsigas,https://www.transfermarkt.com/athanasios-tsigas/profil/spieler/13858,Athanasios Tsigas,"Sep 20, 1982                                                                    (40)",Centre-Forward,Without Club,"Jul 1, 2015",free transfer,"Jan 8, 2015"
1666630967-1818,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,GS Kallithea,https://www.transfermarkt.com/gs-kallithea/startseite/verein/3062/saison_id/2005,Christos Koutsospyros,https://www.transfermarkt.com/christos-koutsospyros/profil/spieler/24913,Christos Koutsospyros,"Oct 14, 1981                                                                    (41)",Centre-Forward,Retired,"Jul 1, 2016",free transfer,"Jan 1, 2016"
1666630972-1821,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,GS Kallithea,https://www.transfermarkt.com/gs-kallithea/startseite/verein/3062/saison_id/2005,Giannis Lazanas,https://www.transfermarkt.com/giannis-lazanas/profil/spieler/12958,Giannis Lazanas,"May 5, 1980                                                                    (42)",Centre-Forward,Retired,"Jul 1, 2016",free transfer,"Aug 3, 2015"
1666630977-1824,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,GS Kallithea,https://www.transfermarkt.com/gs-kallithea/startseite/verein/3062/saison_id/2005,Charalampos Gontzos,https://www.transfermarkt.com/charalampos-gontzos/profil/spieler/16405,Charalampos Gontzos,"Dec 15, 1982                                                                    (39)",Right Winger,Olymp. Lavriou,,free transfer,"Jul 1, 2012"
1666630984-1827,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,GS Kallithea,https://www.transfermarkt.com/gs-kallithea/startseite/verein/3062/saison_id/2005,Agisilaos Pasas,https://www.transfermarkt.com/agisilaos-pasas/profil/spieler/24920,Agisilaos Pasas,"Mar 11, 1983                                                                    (39)",Attacking Midfield,AO Koropi,,free transfer,"Feb 10, 2017"
1666630993-1830,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,GS Kallithea,https://www.transfermarkt.com/gs-kallithea/startseite/verein/3062/saison_id/2005,Hristo Telkiyski,https://www.transfermarkt.com/hristo-telkiyski/profil/spieler/19294,Hristo Telkiyski,"Jul 7, 1979                                                                    (43)",Attacking Midfield,Retired,"Aug 1, 2014",free transfer,"Aug 14, 2012"
1666630995-1833,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,GS Kallithea,https://www.transfermarkt.com/gs-kallithea/startseite/verein/3062/saison_id/2005,Grigoris Psarris,https://www.transfermarkt.com/grigoris-psarris/profil/spieler/24921,Grigoris Psarris,"Jul 6, 1987                                                                    (35)",Left Midfield,Retired,"Jul 1, 2008",free transfer,"Jan 1, 2008"
1666630999-1834,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,GS Kallithea,https://www.transfermarkt.com/gs-kallithea/startseite/verein/3062/saison_id/2005,Dimitrios Diamantis,https://www.transfermarkt.com/dimitrios-diamantis/profil/spieler/31361,Dimitrios Diamantis,"Sep 11, 1979                                                                    (43)",Left Midfield,Retired,Ethn. Asteras,free transfer,"Jul 31, 2014"
1666631004-1837,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,GS Kallithea,https://www.transfermarkt.com/gs-kallithea/startseite/verein/3062/saison_id/2005,Jean Marie Sylla,https://www.transfermarkt.com/jean-marie-sylla/profil/spieler/18995,Jean Marie Sylla,"Apr 22, 1983                                                                    (39)",Left Midfield,Retired,"Jul 1, 2015",-,"Sep 17, 2014"
1666631009-1840,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,GS Kallithea,https://www.transfermarkt.com/gs-kallithea/startseite/verein/3062/saison_id/2005,Goran Petkovic,https://www.transfermarkt.com/goran-petkovic/profil/spieler/16437,Goran Petkovic,"Mar 5, 1975                                                                    (47)",Right Midfield,Retired,GS Kallithea,free transfer,"Jul 1, 2009"
1666631013-1843,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,GS Kallithea,https://www.transfermarkt.com/gs-kallithea/startseite/verein/3062/saison_id/2005,Radislav Dragicevic,https://www.transfermarkt.com/radislav-dragicevic/profil/spieler/16399,Radislav Dragicevic,"Sep 13, 1971                                                                    (51)",Central Midfield,Retired,GS Kallithea,free transfer,"Jul 1, 2007"
1666631019-1846,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,GS Kallithea,https://www.transfermarkt.com/gs-kallithea/startseite/verein/3062/saison_id/2005,Amiran Mujiri,https://www.transfermarkt.com/amiran-mujiri/profil/spieler/24852,Amiran Mujiri,"Feb 20, 1974                                                                    (48)",Central Midfield,Retired,"Jul 1, 2015",-,"Jul 1, 2011"
1666631024-1850,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,GS Kallithea,https://www.transfermarkt.com/gs-kallithea/startseite/verein/3062/saison_id/2005,Giannis Rovas,https://www.transfermarkt.com/giannis-rovas/profil/spieler/34298,Giannis Rovas,"Mar 12, 1986                                                                    (36)",Defensive Midfield,Doxa Mitropolis,,-,"Jan 5, 2015"
1666631035-1852,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,GS Kallithea,https://www.transfermarkt.com/gs-kallithea/startseite/verein/3062/saison_id/2005,Alain Behi,https://www.transfermarkt.com/alain-behi/profil/spieler/20221,Alain Behi,"Jul 1, 1978                                                                    (44)",Defensive Midfield,Retired,LB Châteauroux,free transfer,"Jul 1, 2011"
1666631040-1855,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,GS Kallithea,https://www.transfermarkt.com/gs-kallithea/startseite/verein/3062/saison_id/2005,Todor Yanchev,https://www.transfermarkt.com/todor-yanchev/profil/spieler/15031,Todor Yanchev,"May 19, 1976                                                                    (46)",Defensive Midfield,Retired,CSKA Sofia,free transfer,"Aug 20, 2013"
1666631044-1857,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,GS Kallithea,https://www.transfermarkt.com/gs-kallithea/startseite/verein/3062/saison_id/2005,Giannis Mitropoulos,https://www.transfermarkt.com/giannis-mitropoulos/profil/spieler/502050,Giannis Mitropoulos,"Apr 19, 1985                                                                    (37)",,Without Club,-,,
1666631049-1860,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,GS Kallithea,https://www.transfermarkt.com/gs-kallithea/startseite/verein/3062/saison_id/2005,Georgios Kliafas,https://www.transfermarkt.com/georgios-kliafas/profil/spieler/34292,Georgios Kliafas,"Mar 3, 1986                                                                    (36)",,Without Club,Anag. Karditsas,free transfer,"Jul 1, 2016"
1666631054-1863,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,GS Kallithea,https://www.transfermarkt.com/gs-kallithea/startseite/verein/3062/saison_id/2005,Xenofon Belegrinis,https://www.transfermarkt.com/xenofon-belegrinis/profil/spieler/31360,Xenofon Belegrinis,"Feb 6, 1981                                                                    (41)",Right-Back,Retired,"Jul 1, 2012",free transfer,"Jul 1, 2011"
1666631059-1866,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,GS Kallithea,https://www.transfermarkt.com/gs-kallithea/startseite/verein/3062/saison_id/2005,Borislav Georgiev,https://www.transfermarkt.com/borislav-georgiev/profil/spieler/16403,Borislav Georgiev,"Jul 17, 1974                                                                    (48)",Right-Back,Retired,GS Kallithea,free transfer,"Jul 1, 2010"
1666631063-1869,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,GS Kallithea,https://www.transfermarkt.com/gs-kallithea/startseite/verein/3062/saison_id/2005,Cléber,https://www.transfermarkt.com/cleber/profil/spieler/37661,Cléber,"Mar 24, 1982                                                                    (40)",Left-Back,Retired,-,free transfer,"Jan 1, 2008"
1666631069-1872,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,GS Kallithea,https://www.transfermarkt.com/gs-kallithea/startseite/verein/3062/saison_id/2005,Michalis Tzorbatzakis,https://www.transfermarkt.com/michalis-tzorbatzakis/profil/spieler/24927,Michalis Tzorbatzakis,"Jul 2, 1982                                                                    (40)",Left-Back,Without Club,GS Kallithea,free transfer,"Jul 1, 2014"
1666631075-1875,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,GS Kallithea,https://www.transfermarkt.com/gs-kallithea/startseite/verein/3062/saison_id/2005,Vangelis Tsiolis,https://www.transfermarkt.com/vangelis-tsiolis/profil/spieler/16457,Vangelis Tsiolis,"May 9, 1981                                                                    (41)",Left-Back,Retired,"Jul 1, 2011",free transfer,"Jul 1, 2010"
1666631080-1878,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,GS Kallithea,https://www.transfermarkt.com/gs-kallithea/startseite/verein/3062/saison_id/2005,Pavlos Moustafidis,https://www.transfermarkt.com/pavlos-moustafidis/profil/spieler/34295,Pavlos Moustafidis,"Jun 30, 1986                                                                    (36)",Centre-Back,GS Marko,,free transfer,"Jul 20, 2020"
1666631085-1880,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,GS Kallithea,https://www.transfermarkt.com/gs-kallithea/startseite/verein/3062/saison_id/2005,Aleksandar Mijatovic,https://www.transfermarkt.com/aleksandar-mijatovic/profil/spieler/36932,Aleksandar Mijatovic,"Sep 20, 1982                                                                    (40)",Centre-Back,Retired,"Jul 1, 2016",?,"Jan 1, 2013"
1666631090-1883,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,GS Kallithea,https://www.transfermarkt.com/gs-kallithea/startseite/verein/3062/saison_id/2005,Leonidas Vokolos,https://www.transfermarkt.com/leonidas-vokolos/profil/spieler/16603,Leonidas Vokolos,"Aug 31, 1970                                                                    (52)",Centre-Back,Retired,"Jul 1, 2007",free transfer,"Jan 1, 2006"
1666631095-1886,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,GS Kallithea,https://www.transfermarkt.com/gs-kallithea/startseite/verein/3062/saison_id/2005,Vasilios Karatzas,https://www.transfermarkt.com/vasilios-karatzas/profil/spieler/16406,Vasilios Karatzas,"Jun 14, 1982                                                                    (40)",Centre-Back,Tamynaikos,,free transfer,"Aug 21, 2013"
1666631101-1889,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,GS Kallithea,https://www.transfermarkt.com/gs-kallithea/startseite/verein/3062/saison_id/2005,Anastasios Venetis,https://www.transfermarkt.com/anastasios-venetis/profil/spieler/17239,Anastasios Venetis,"Mar 24, 1980                                                                    (42)",Centre-Back,Retired,AOK Kerkyra,free transfer,"Jul 1, 2009"
1666631107-1892,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,GS Kallithea,https://www.transfermarkt.com/gs-kallithea/startseite/verein/3062/saison_id/2005,Achilleas Angelopoulos,https://www.transfermarkt.com/achilleas-angelopoulos/profil/spieler/16382,Achilleas Angelopoulos,"Mar 31, 1977                                                                    (45)",Centre-Back,Retired,GS Kallithea,free transfer,"Jul 1, 2011"
1666631112-1895,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,GS Kallithea,https://www.transfermarkt.com/gs-kallithea/startseite/verein/3062/saison_id/2005,Georgios Koulakiotis,https://www.transfermarkt.com/georgios-koulakiotis/profil/spieler/16418,Georgios Koulakiotis,"May 5, 1977                                                                    (45)",Centre-Back,Retired,"Jul 1, 2010",free transfer,"Jul 1, 2008"
1666631116-1898,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,GS Kallithea,https://www.transfermarkt.com/gs-kallithea/startseite/verein/3062/saison_id/2005,Panagiotis Koliakis,https://www.transfermarkt.com/panagiotis-koliakis/profil/spieler/34293,Panagiotis Koliakis,"Aug 10, 1986                                                                    (36)",Goalkeeper,Unknown,"Jul 1, 2011",free transfer,"Jul 1, 2010"
1666631121-1901,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,GS Kallithea,https://www.transfermarkt.com/gs-kallithea/startseite/verein/3062/saison_id/2005,Konstantinos Drabalis,https://www.transfermarkt.com/konstantinos-drabalis/profil/spieler/24901,Konstantinos Drabalis,"Jan 15, 1983                                                                    (39)",Goalkeeper,AOT Alimou,,-,"Jan 27, 2016"
1666631126-1904,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,GS Kallithea,https://www.transfermarkt.com/gs-kallithea/startseite/verein/3062/saison_id/2005,Panagiotis Bartzokas,https://www.transfermarkt.com/panagiotis-bartzokas/profil/spieler/19184,Panagiotis Bartzokas,"Sep 9, 1975                                                                    (47)",Goalkeeper,Retired,"Jul 1, 2012",?,"Jul 1, 2011"
